index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4635	4635	4635	paper:downward_monotone:lexical_knowledge					Few aliens ate any pork.	Few aliens ate any meat.						neutral
4636	4636	4636	paper:downward_monotone					Few aliens ate at any Mexican restaurants.	Few aliens ate at any restaurants.						neutral
4637	4637	4637	paper:downward_monotone:lexical_knowledge					Few aliens saw any doves.	Few aliens saw any birds.						neutral
4638	4638	4638	paper:downward_monotone:lexical_knowledge					Few aliens used any quarters.	Few aliens used any coins.						neutral
4639	4639	4639	paper:downward_monotone:lexical_knowledge					The red alien did not eat any meat.	The red alien did not eat any pork.						entailment
4640	4640	4640	paper:downward_monotone					The red alien did not eat at any restaurants.	The red alien did not eat at any Mexican restaurants.						entailment
4641	4641	4641	paper:downward_monotone:lexical_knowledge					The red alien did not see any birds.	The red alien did not see any doves.						entailment
4642	4642	4642	paper:downward_monotone:lexical_knowledge					The red alien did not use any coins.	The red alien did not use any quarters.						entailment
4643	4643	4643	paper:downward_monotone:lexical_knowledge					The blue alien did not eat any pork.	The blue alien did not eat any meat.						neutral
4644	4644	4644	paper:downward_monotone					The blue alien did not eat at any Mexican restaurants.	The blue alien did not eat at any restaurants.						neutral
4645	4645	4645	paper:downward_monotone:lexical_knowledge					The blue alien did not see any doves.	The blue alien did not see any birds.						neutral
4646	4646	4646	paper:downward_monotone:lexical_knowledge					The blue alien did not use any quarters.	The blue alien did not use any coins.						neutral
4647	4647	4647	paper:downward_monotone:lexical_knowledge					No alien ate any meat.	No alien ate any pork.						entailment
4648	4648	4648	paper:downward_monotone					No alien ate at any restaurants.	No alien ate at any Mexican restaurants.						entailment
4649	4649	4649	paper:downward_monotone:lexical_knowledge					No alien saw any birds.	No alien saw any doves.						entailment
4650	4650	4650	paper:downward_monotone:lexical_knowledge					No alien used any coins.	No alien used any quarters.						entailment
4651	4651	4651	paper:downward_monotone:lexical_knowledge					No alien ate any pork.	No alien ate any meat.						neutral
4652	4652	4652	paper:downward_monotone					No alien ate at any Mexican restaurants.	No alien ate at any restaurants.						neutral
4653	4653	4653	paper:downward_monotone:lexical_knowledge					No alien saw any doves.	No alien saw any birds.						neutral
4654	4654	4654	paper:downward_monotone:lexical_knowledge					No alien used any quarters.	No alien used any coins.						neutral
4655	4655	4655	paper:non_monotone:lexical_knowledge					Exactly 12 aliens ate any meat.	Exactly 12 aliens ate any pork.						neutral
4656	4656	4656	paper:non_monotone					Exactly 12 aliens ate at any restaurants.	Exactly 12 aliens ate at any Mexican restaurants.						neutral
4657	4657	4657	paper:non_monotone:lexical_knowledge					Exactly 12 aliens saw any birds.	Exactly 12 aliens saw any doves.						neutral
4658	4658	4658	paper:non_monotone:lexical_knowledge					Exactly 12 aliens used any coins.	Exactly 12 aliens used any quarters.						neutral
4659	4659	4659	paper:non_monotone:lexical_knowledge					Exactly 12 aliens ate any pork.	Exactly 12 aliens ate any meat.						neutral
4660	4660	4660	paper:non_monotone					Exactly 12 aliens ate at any Mexican restaurants.	Exactly 12 aliens ate at any restaurants.						neutral
4661	4661	4661	paper:non_monotone:lexical_knowledge					Exactly 12 aliens saw any doves.	Exactly 12 aliens saw any birds.						neutral
4662	4662	4662	paper:non_monotone:lexical_knowledge					Exactly 12 aliens used any quarters.	Exactly 12 aliens used any coins.						neutral
4663	4663	4663	paper:non_monotone:lexical_knowledge					Only 12 aliens ate any meat.	Only 12 aliens ate any pork.						neutral
4664	4664	4664	paper:non_monotone					Only 12 aliens ate at any restaurants.	Only 12 aliens ate at any Mexican restaurants.						neutral
4665	4665	4665	paper:non_monotone:lexical_knowledge					Only 12 aliens saw any birds.	Only 12 aliens saw any doves.						neutral
4666	4666	4666	paper:non_monotone:lexical_knowledge					Only 12 aliens used any coins.	Only 12 aliens used any quarters.						neutral
4667	4667	4667	paper:non_monotone:lexical_knowledge					Only 12 aliens ate any pork.	Only 12 aliens ate any meat.						neutral
4668	4668	4668	paper:non_monotone					Only 12 aliens ate at any Mexican restaurants.	Only 12 aliens ate at any restaurants.						neutral
4669	4669	4669	paper:non_monotone:lexical_knowledge					Only 12 aliens saw any doves.	Only 12 aliens saw any birds.						neutral
4670	4670	4670	paper:non_monotone:lexical_knowledge					Only 12 aliens used any quarters.	Only 12 aliens used any coins.						neutral
4671	4671	4671	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drank some soda.	Exactly 12 aliens drank some coke.						neutral
4672	4672	4672	paper:non_monotone:lexical_knowledge					Exactly 12 aliens read some books.	Exactly 12 aliens read some sci-fi novels.						neutral
4673	4673	4673	paper:non_monotone:lexical_knowledge					Exactly 12 aliens played with some toys.	Exactly 12 aliens played with some toy cars.						neutral
4674	4674	4674	paper:non_monotone					Exactly 12 aliens threw some balls.	Exactly 12 aliens threw some tennis balls.						neutral
4675	4675	4675	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drank some coke.	Exactly 12 aliens drank some soda.						neutral
4676	4676	4676	paper:non_monotone:lexical_knowledge					Exactly 12 aliens read some sci-fi novels.	Exactly 12 aliens read some books.						neutral
4677	4677	4677	paper:non_monotone:lexical_knowledge					Exactly 12 aliens played with some toy cars.	Exactly 12 aliens played with some toys.						neutral
4678	4678	4678	paper:non_monotone					Exactly 12 aliens threw some tennis balls.	Exactly 12 aliens threw some balls.						neutral
4679	4679	4679	paper:non_monotone:lexical_knowledge					Only 12 aliens drank some soda.	Only 12 aliens drank some coke.						neutral
4680	4680	4680	paper:non_monotone:lexical_knowledge					Only 12 aliens read some books.	Only 12 aliens read some sci-fi novels.						neutral
4681	4681	4681	paper:non_monotone:lexical_knowledge					Only 12 aliens played with some toys.	Only 12 aliens played with some toy cars.						neutral
4682	4682	4682	paper:non_monotone					Only 12 aliens threw some balls.	Only 12 aliens threw some tennis balls.						neutral
4683	4683	4683	paper:non_monotone:lexical_knowledge					Only 12 aliens drank some coke.	Only 12 aliens drank some soda.						neutral
4684	4684	4684	paper:non_monotone:lexical_knowledge					Only 12 aliens read some sci-fi novels.	Only 12 aliens read some books.						neutral
4685	4685	4685	paper:non_monotone:lexical_knowledge					Only 12 aliens played with some toy cars.	Only 12 aliens played with some toys.						neutral
4686	4686	4686	paper:non_monotone					Only 12 aliens threw some tennis balls.	Only 12 aliens threw some balls.						neutral
4687	4687	4687	paper:upward_monotone:lexical_knowledge					Every alien drank some soda.	Every alien drank some coke.						neutral
4688	4688	4688	paper:upward_monotone:lexical_knowledge					Every alien read some books.	Every alien read some sci-fi novels.						neutral
4689	4689	4689	paper:upward_monotone:lexical_knowledge					Every alien played with some toys.	Every alien played with some toy cars.						neutral
4690	4690	4690	paper:upward_monotone					Every alien threw some balls.	Every alien threw some tennis balls.						neutral
4691	4691	4691	paper:upward_monotone:lexical_knowledge					Every alien drank some coke.	Every alien drank some soda.						entailment
4692	4692	4692	paper:upward_monotone:lexical_knowledge					Every alien read some sci-fi novels.	Every alien read some books.						entailment
4693	4693	4693	paper:upward_monotone:lexical_knowledge					Every alien played with some toy cars.	Every alien played with some toys.						entailment
4694	4694	4694	paper:upward_monotone					Every alien threw some tennis balls.	Every alien threw some balls.						entailment
4695	4695	4695	paper:upward_monotone:lexical_knowledge					Many aliens drank some soda.	Many aliens drank some coke.						neutral
4696	4696	4696	paper:upward_monotone:lexical_knowledge					Many aliens read some books.	Many aliens read some sci-fi novels.						neutral
4697	4697	4697	paper:upward_monotone:lexical_knowledge					Many aliens played with some toys.	Many aliens played with some toy cars.						neutral
4698	4698	4698	paper:upward_monotone					Many aliens threw some balls.	Many aliens threw some tennis balls.						neutral
4699	4699	4699	paper:upward_monotone:lexical_knowledge					Many aliens drank some coke.	Many aliens drank some soda.						entailment
4700	4700	4700	paper:upward_monotone:lexical_knowledge					Many aliens read some sci-fi novels.	Many aliens read some books.						entailment
4701	4701	4701	paper:upward_monotone:lexical_knowledge					Many aliens played with some toy cars.	Many aliens played with some toys.						entailment
4702	4702	4702	paper:upward_monotone					Many aliens threw some tennis balls.	Many aliens threw some balls.						entailment
4703	4703	4703	paper:upward_monotone:lexical_knowledge					The red alien drank some soda.	The red alien drank some coke.						neutral
4704	4704	4704	paper:upward_monotone:lexical_knowledge					The red alien read some books.	The red alien read some sci-fi novels.						neutral
4705	4705	4705	paper:upward_monotone:lexical_knowledge					The red alien played with some toys.	The red alien played with some toy cars.						neutral
4706	4706	4706	paper:upward_monotone					The red alien threw some balls.	The red alien threw some tennis balls.						neutral
4707	4707	4707	paper:upward_monotone:lexical_knowledge					The blue alien drank some coke.	The blue alien drank some soda.						entailment
4708	4708	4708	paper:upward_monotone:lexical_knowledge					The blue alien read some sci-fi novels.	The blue alien read some books.						entailment
4709	4709	4709	paper:upward_monotone:lexical_knowledge					The blue alien played with some toy cars.	The blue alien played with some toys.						entailment
4710	4710	4710	paper:upward_monotone					The blue alien threw some tennis balls.	The blue alien threw some balls.						entailment
4711	4711	4711	paper:downward_monotone:lexical_knowledge					Few aliens drank any soda.	Few aliens drank any coke.						entailment
4712	4712	4712	paper:downward_monotone:lexical_knowledge					Few aliens watched any sports matches.	Few aliens watched any baseball matches.						entailment
4713	4713	4713	paper:downward_monotone:lexical_knowledge					Few aliens played with any toys.	Few aliens played with any toy cars.						entailment
4714	4714	4714	paper:downward_monotone:lexical_knowledge					Few aliens drove any cars.	Few aliens drove any suvs.						entailment
4715	4715	4715	paper:downward_monotone:lexical_knowledge					Few aliens drank any coke.	Few aliens drank any soda.						neutral
4716	4716	4716	paper:downward_monotone:lexical_knowledge					Few aliens watched any baseball matches.	Few aliens watched any sports matches.						neutral
4717	4717	4717	paper:downward_monotone:lexical_knowledge					Few aliens played with any toy cars.	Few aliens played with any toys.						neutral
4718	4718	4718	paper:downward_monotone:lexical_knowledge					Few aliens drove any suvs.	Few aliens drove any cars.						neutral
4719	4719	4719	paper:downward_monotone:lexical_knowledge					The red alien did not drink any soda.	The red alien did not drink any coke.						entailment
4720	4720	4720	paper:downward_monotone:lexical_knowledge					The red alien did not watch any sports matches.	The red alien did not watch any baseball matches.						entailment
4721	4721	4721	paper:downward_monotone:lexical_knowledge					The red alien did not play with any toys.	The red alien did not play with any toy cars.						entailment
4722	4722	4722	paper:downward_monotone:lexical_knowledge					The red alien did not drive any cars.	The red alien did not drive any suvs.						entailment
4723	4723	4723	paper:downward_monotone:lexical_knowledge					The blue alien did not drink any coke.	The blue alien did not drink any soda.						neutral
4724	4724	4724	paper:downward_monotone:lexical_knowledge					The blue alien did not watch any baseball matches.	The blue alien did not watch any sports matches.						neutral
4725	4725	4725	paper:downward_monotone:lexical_knowledge					The blue alien did not play with any toy cars.	The blue alien did not play with any toys.						neutral
4726	4726	4726	paper:downward_monotone:lexical_knowledge					The blue alien did not drive any suvs.	The blue alien did not drive any cars.						neutral
4727	4727	4727	paper:downward_monotone:lexical_knowledge					No alien drank any soda.	No alien drank any coke.						entailment
4728	4728	4728	paper:downward_monotone:lexical_knowledge					No alien watched any sports matches.	No alien watched any baseball matches.						entailment
4729	4729	4729	paper:downward_monotone:lexical_knowledge					No alien played with any toys.	No alien played with any toy cars.						entailment
4730	4730	4730	paper:downward_monotone:lexical_knowledge					No alien drove any cars.	No alien drove any suvs.						entailment
4731	4731	4731	paper:downward_monotone:lexical_knowledge					No alien drank any coke.	No alien drank any soda.						neutral
4732	4732	4732	paper:downward_monotone:lexical_knowledge					No alien watched any baseball matches.	No alien watched any sports matches.						neutral
4733	4733	4733	paper:downward_monotone:lexical_knowledge					No alien played with any toy cars.	No alien played with any toys.						neutral
4734	4734	4734	paper:downward_monotone:lexical_knowledge					No alien drove any suvs.	No alien drove any cars.						neutral
4735	4735	4735	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drank any soda.	Exactly 12 aliens drank any coke.						neutral
4736	4736	4736	paper:non_monotone:lexical_knowledge					Exactly 12 aliens watched any sports matches.	Exactly 12 aliens watched any baseball matches.						neutral
4737	4737	4737	paper:non_monotone:lexical_knowledge					Exactly 12 aliens played with any toys.	Exactly 12 aliens played with any toy cars.						neutral
4738	4738	4738	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drove any cars.	Exactly 12 aliens drove any suvs.						neutral
4739	4739	4739	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drank any coke.	Exactly 12 aliens drank any soda.						neutral
4740	4740	4740	paper:non_monotone:lexical_knowledge					Exactly 12 aliens watched any baseball matches.	Exactly 12 aliens watched any sports matches.						neutral
4741	4741	4741	paper:non_monotone:lexical_knowledge					Exactly 12 aliens played with any toy cars.	Exactly 12 aliens played with any toys.						neutral
4742	4742	4742	paper:non_monotone:lexical_knowledge					Exactly 12 aliens drove any suvs.	Exactly 12 aliens drove any cars.						neutral
4743	4743	4743	paper:non_monotone:lexical_knowledge					Only 12 aliens drank any soda.	Only 12 aliens drank any coke.						neutral
4744	4744	4744	paper:non_monotone:lexical_knowledge					Only 12 aliens watched any sports matches.	Only 12 aliens watched any baseball matches.						neutral
4745	4745	4745	paper:non_monotone:lexical_knowledge					Only 12 aliens played with any toys.	Only 12 aliens played with any toy cars.						neutral
4746	4746	4746	paper:non_monotone:lexical_knowledge					Only 12 aliens drove any cars.	Only 12 aliens drove any suvs.						neutral
4747	4747	4747	paper:non_monotone:lexical_knowledge					Only 12 aliens drank any coke.	Only 12 aliens drank any soda.						neutral
4748	4748	4748	paper:non_monotone:lexical_knowledge					Only 12 aliens watched any baseball matches.	Only 12 aliens watched any sports matches.						neutral
4749	4749	4749	paper:non_monotone:lexical_knowledge					Only 12 aliens played with any toy cars.	Only 12 aliens played with any toys.						neutral
4750	4750	4750	paper:non_monotone:lexical_knowledge					Only 12 aliens drove any suvs.	Only 12 aliens drove any cars.						neutral
4751	4751	4751	paper:non_monotone					Exactly 12 aliens read some magazines.	Exactly 12 aliens read some news magazines.						neutral
4752	4752	4752	paper:non_monotone					Exactly 12 aliens ate at some restaurants.	Exactly 12 aliens ate at some Mexican restaurants.						neutral
4753	4753	4753	paper:non_monotone:lexical_knowledge					Exactly 12 aliens bought some clothes.	Exactly 12 aliens bought some shirts.						neutral
4754	4754	4754	paper:non_monotone:lexical_knowledge					Exactly 12 aliens used some coins.	Exactly 12 aliens used some quarters.						neutral
4755	4755	4755	paper:non_monotone					Exactly 12 aliens read some news magazines.	Exactly 12 aliens read some magazines.						neutral
4756	4756	4756	paper:non_monotone					Exactly 12 aliens ate at some Mexican restaurants.	Exactly 12 aliens ate at some restaurants.						neutral
4757	4757	4757	paper:non_monotone:lexical_knowledge					Exactly 12 aliens bought some shirts.	Exactly 12 aliens bought some clothes.						neutral
4758	4758	4758	paper:non_monotone:lexical_knowledge					Exactly 12 aliens used some quarters.	Exactly 12 aliens used some coins.						neutral
4759	4759	4759	paper:non_monotone					Only 12 aliens read some magazines.	Only 12 aliens read some news magazines.						neutral
4760	4760	4760	paper:non_monotone					Only 12 aliens ate at some restaurants.	Only 12 aliens ate at some Mexican restaurants.						neutral
4761	4761	4761	paper:non_monotone:lexical_knowledge					Only 12 aliens bought some clothes.	Only 12 aliens bought some shirts.						neutral
4762	4762	4762	paper:non_monotone:lexical_knowledge					Only 12 aliens used some coins.	Only 12 aliens used some quarters.						neutral
4763	4763	4763	paper:non_monotone					Only 12 aliens read some news magazines.	Only 12 aliens read some magazines.						neutral
4764	4764	4764	paper:non_monotone					Only 12 aliens ate at some Mexican restaurants.	Only 12 aliens ate at some restaurants.						neutral
4765	4765	4765	paper:non_monotone:lexical_knowledge					Only 12 aliens bought some shirts.	Only 12 aliens bought some clothes.						neutral
4766	4766	4766	paper:non_monotone:lexical_knowledge					Only 12 aliens used some quarters.	Only 12 aliens used some coins.						neutral
4767	4767	4767	paper:upward_monotone					Every alien read some magazines.	Every alien read some news magazines.						neutral
4768	4768	4768	paper:upward_monotone					Every alien ate at some restaurants.	Every alien ate at some Mexican restaurants.						neutral
4769	4769	4769	paper:upward_monotone:lexical_knowledge					Every alien bought some clothes.	Every alien bought some shirts.						neutral
4770	4770	4770	paper:upward_monotone:lexical_knowledge					Every alien used some coins.	Every alien used some quarters.						neutral
4771	4771	4771	paper:upward_monotone					Every alien read some news magazines.	Every alien read some magazines.						entailment
4772	4772	4772	paper:upward_monotone					Every alien ate at some Mexican restaurants.	Every alien ate at some restaurants.						entailment
4773	4773	4773	paper:upward_monotone:lexical_knowledge					Every alien bought some shirts.	Every alien bought some clothes.						entailment
4774	4774	4774	paper:upward_monotone:lexical_knowledge					Every alien used some quarters.	Every alien used some coins.						entailment
4775	4775	4775	paper:upward_monotone					Many aliens read some magazines.	Many aliens read some news magazines.						neutral
4776	4776	4776	paper:upward_monotone					Many aliens ate at some restaurants.	Many aliens ate at some Mexican restaurants.						neutral
4777	4777	4777	paper:upward_monotone:lexical_knowledge					Many aliens bought some clothes.	Many aliens bought some shirts.						neutral
4778	4778	4778	paper:upward_monotone:lexical_knowledge					Many aliens used some coins.	Many aliens used some quarters.						neutral
4779	4779	4779	paper:upward_monotone					Many aliens read some news magazines.	Many aliens read some magazines.						entailment
4780	4780	4780	paper:upward_monotone					Many aliens ate at some Mexican restaurants.	Many aliens ate at some restaurants.						entailment
4781	4781	4781	paper:upward_monotone:lexical_knowledge					Many aliens bought some shirts.	Many aliens bought some clothes.						entailment
4782	4782	4782	paper:upward_monotone:lexical_knowledge					Many aliens used some quarters.	Many aliens used some coins.						entailment
4783	4783	4783	paper:upward_monotone					The red alien read some magazines.	The red alien read some news magazines.						neutral
4784	4784	4784	paper:upward_monotone					The red alien ate at some restaurants.	The red alien ate at some Mexican restaurants.						neutral
4785	4785	4785	paper:upward_monotone:lexical_knowledge					The red alien bought some clothes.	The red alien bought some shirts.						neutral
4786	4786	4786	paper:upward_monotone:lexical_knowledge					The red alien used some coins.	The red alien used some quarters.						neutral
4787	4787	4787	paper:upward_monotone					The blue alien read some news magazines.	The blue alien read some magazines.						entailment
4788	4788	4788	paper:upward_monotone					The blue alien ate at some Mexican restaurants.	The blue alien ate at some restaurants.						entailment
4789	4789	4789	paper:upward_monotone:lexical_knowledge					The blue alien bought some shirts.	The blue alien bought some clothes.						entailment
4790	4790	4790	paper:upward_monotone:lexical_knowledge					The blue alien used some quarters.	The blue alien used some coins.						entailment
4791	4791	4791	paper:upward_monotone:reverse:lexical_knowledge					No alien died without drinking some soda.	No alien died without drinking coke.						neutral
4792	4792	4792	paper:upward_monotone:reverse:lexical_knowledge					No alien died without reading some books.	No alien died without reading sci-fi novels.						neutral
4793	4793	4793	paper:upward_monotone:reverse:lexical_knowledge					No alien died without playing with some toys.	No alien died without playing with toy cars.						neutral
4794	4794	4794	paper:upward_monotone:reverse					No alien died without throwing some balls.	No alien died without throwing tennis balls.						neutral
4795	4795	4795	paper:upward_monotone:reverse:lexical_knowledge					No alien died without drinking some coke.	No alien died without drinking soda.						entailment
4796	4796	4796	paper:upward_monotone:reverse:lexical_knowledge					No alien died without reading some sci-fi novels.	No alien died without reading books.						entailment
4797	4797	4797	paper:upward_monotone:reverse:lexical_knowledge					No alien died without playing with some toy cars.	No alien died without playing with toys.						entailment
4798	4798	4798	paper:upward_monotone:reverse					No alien died without throwing some tennis balls.	No alien died without throwing balls.						entailment
4799	4799	4799	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink some soda is hairy.	Every alien who did not drink coke is hairy.						neutral
4800	4800	4800	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not read some books is hairy.	Every alien who did not read sci-fi novels is hairy.						neutral
4801	4801	4801	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with some toys is hairy.	Every alien who did not play with toy cars is hairy.						neutral
4802	4802	4802	paper:upward_monotone:reverse					Every alien who did not throw some balls is hairy.	Every alien who did not throw tennis balls is hairy.						neutral
4803	4803	4803	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink some coke is hairy.	Every alien who did not drink soda is hairy.						entailment
4804	4804	4804	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not read some sci-fi novels is hairy.	Every alien who did not read books is hairy.						entailment
4805	4805	4805	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not play with some toy cars is hairy.	Every alien who did not play with toys is hairy.						entailment
4806	4806	4806	paper:upward_monotone:reverse					Every alien who did not throw some tennis balls is hairy.	Every alien who did not throw balls is hairy.						entailment
4807	4807	4807	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating any meat.	No alien died without eating pork.						neutral
4808	4808	4808	paper:upward_monotone:reverse					No alien died without eating at any restaurants.	No alien died without eating at Mexican restaurants.						neutral
4809	4809	4809	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing any birds.	No alien died without seeing doves.						neutral
4810	4810	4810	paper:upward_monotone:reverse:lexical_knowledge					No alien died without using any coins.	No alien died without using quarters.						neutral
4811	4811	4811	paper:upward_monotone:reverse:lexical_knowledge					No alien died without eating any pork.	No alien died without eating meat.						entailment
4812	4812	4812	paper:upward_monotone:reverse					No alien died without eating at any Mexican restaurants.	No alien died without eating at restaurants.						entailment
4813	4813	4813	paper:upward_monotone:reverse:lexical_knowledge					No alien died without seeing any doves.	No alien died without seeing birds.						entailment
4814	4814	4814	paper:upward_monotone:reverse:lexical_knowledge					No alien died without using any quarters.	No alien died without using coins.						entailment
4815	4815	4815	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not eat any meat is hairy.	Every alien who did not eat pork is hairy.						neutral
4816	4816	4816	paper:upward_monotone:reverse					Every alien who did not eat at any restaurants is hairy.	Every alien who did not eat at Mexican restaurants is hairy.						neutral
4817	4817	4817	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not see any birds is hairy.	Every alien who did not see doves is hairy.						neutral
4818	4818	4818	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use any coins is hairy.	Every alien who did not use quarters is hairy.						neutral
4819	4819	4819	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not eat any pork is hairy.	Every alien who did not eat meat is hairy.						entailment
4820	4820	4820	paper:upward_monotone:reverse					Every alien who did not eat at any Mexican restaurants is hairy.	Every alien who did not eat at restaurants is hairy.						entailment
4821	4821	4821	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not see any doves is hairy.	Every alien who did not see birds is hairy.						entailment
4822	4822	4822	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use any quarters is hairy.	Every alien who did not use coins is hairy.						entailment
4823	4823	4823	paper:upward_monotone:reverse					No alien died without reading magazines.	No alien died without reading news magazines.						neutral
4824	4824	4824	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching sports matches.	No alien died without watching baseball matches.						neutral
4825	4825	4825	paper:upward_monotone:reverse:lexical_knowledge					No alien died without buying clothes.	No alien died without buying shirts.						neutral
4826	4826	4826	paper:upward_monotone:reverse:lexical_knowledge					No alien died without driving cars.	No alien died without driving suvs.						neutral
4827	4827	4827	paper:upward_monotone:reverse					No alien died without reading news magazines.	No alien died without reading magazines.						entailment
4828	4828	4828	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching baseball matches.	No alien died without watching sports matches.						entailment
4829	4829	4829	paper:upward_monotone:reverse:lexical_knowledge					No alien died without buying shirts.	No alien died without buying clothes.						entailment
4830	4830	4830	paper:upward_monotone:reverse:lexical_knowledge					No alien died without driving suvs.	No alien died without driving cars.						entailment
4831	4831	4831	paper:upward_monotone:reverse					Every alien who did not read magazines is hairy.	Every alien who did not read news magazines is hairy.						neutral
4832	4832	4832	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not watch sports matches is hairy.	Every alien who did not watch baseball matches is hairy.						neutral
4833	4833	4833	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not buy clothes is hairy.	Every alien who did not buy shirts is hairy.						neutral
4834	4834	4834	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drive cars is hairy.	Every alien who did not drive suvs is hairy.						neutral
4835	4835	4835	paper:upward_monotone:reverse					Every alien who did not read news magazines is hairy.	Every alien who did not read magazines is hairy.						entailment
4836	4836	4836	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not watch baseball matches is hairy.	Every alien who did not watch sports matches is hairy.						entailment
4837	4837	4837	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not buy shirts is hairy.	Every alien who did not buy clothes is hairy.						entailment
4838	4838	4838	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drive suvs is hairy.	Every alien who did not drive cars is hairy.						entailment
4839	4839	4839	paper:upward_monotone:reverse					No alien died without reading some magazines.	No alien died without reading news magazines.						neutral
4840	4840	4840	paper:upward_monotone:reverse					No alien died without eating at some restaurants.	No alien died without eating at Mexican restaurants.						neutral
4841	4841	4841	paper:upward_monotone:reverse:lexical_knowledge					No alien died without buying some clothes.	No alien died without buying shirts.						neutral
4842	4842	4842	paper:upward_monotone:reverse:lexical_knowledge					No alien died without using some coins.	No alien died without using quarters.						neutral
4843	4843	4843	paper:upward_monotone:reverse					No alien died without reading some news magazines.	No alien died without reading magazines.						entailment
4844	4844	4844	paper:upward_monotone:reverse					No alien died without eating at some Mexican restaurants.	No alien died without eating at restaurants.						entailment
4845	4845	4845	paper:upward_monotone:reverse:lexical_knowledge					No alien died without buying some shirts.	No alien died without buying clothes.						entailment
4846	4846	4846	paper:upward_monotone:reverse:lexical_knowledge					No alien died without using some quarters.	No alien died without using coins.						entailment
4847	4847	4847	paper:upward_monotone:reverse					Every alien who did not read some magazines is hairy.	Every alien who did not read news magazines is hairy.						neutral
4848	4848	4848	paper:upward_monotone:reverse					Every alien who did not eat at some restaurants is hairy.	Every alien who did not eat at Mexican restaurants is hairy.						neutral
4849	4849	4849	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not buy some clothes is hairy.	Every alien who did not buy shirts is hairy.						neutral
4850	4850	4850	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use some coins is hairy.	Every alien who did not use quarters is hairy.						neutral
4851	4851	4851	paper:upward_monotone:reverse					Every alien who did not read some news magazines is hairy.	Every alien who did not read magazines is hairy.						entailment
4852	4852	4852	paper:upward_monotone:reverse					Every alien who did not eat at some Mexican restaurants is hairy.	Every alien who did not eat at restaurants is hairy.						entailment
4853	4853	4853	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not buy some shirts is hairy.	Every alien who did not buy clothes is hairy.						entailment
4854	4854	4854	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not use some quarters is hairy.	Every alien who did not use coins is hairy.						entailment
4855	4855	4855	paper:upward_monotone:reverse:lexical_knowledge					No alien died without drinking any soda.	No alien died without drinking coke.						neutral
4856	4856	4856	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching any sports matches.	No alien died without watching baseball matches.						neutral
4857	4857	4857	paper:upward_monotone:reverse:lexical_knowledge					No alien died without playing with any toys.	No alien died without playing with toy cars.						neutral
4858	4858	4858	paper:upward_monotone:reverse:lexical_knowledge					No alien died without driving any cars.	No alien died without driving suvs.						neutral
4859	4859	4859	paper:upward_monotone:reverse:lexical_knowledge					No alien died without drinking any coke.	No alien died without drinking soda.						entailment
4860	4860	4860	paper:upward_monotone:reverse:lexical_knowledge					No alien died without watching any baseball matches.	No alien died without watching sports matches.						entailment
4861	4861	4861	paper:upward_monotone:reverse:lexical_knowledge					No alien died without playing with any toy cars.	No alien died without playing with toys.						entailment
4862	4862	4862	paper:upward_monotone:reverse:lexical_knowledge					No alien died without driving any suvs.	No alien died without driving cars.						entailment
4863	4863	4863	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not drink any soda is hairy.	Every alien who did not drink coke is hairy.						neutral
4864	4864	4864	paper:upward_monotone:reverse:lexical_knowledge					Every alien who did not watch any sports matches is hairy.	Every alien who did not watch baseball matches is hairy.						neutral
