Pair_id	SentenceA	SentenceB	SICK_original_label	corrected_label
7706	A little girl is smiling and wearing a fake nose and glasses	The little girl is smiling and wearing a fake nose and glasses	AeBBeA	AeBBeA
7709	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached	AcBBcA	AcBBcA
7712	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	The little girl is smiling and wearing a fake nose and glasses	AeBBnA	AnBBnA
7714	The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached	A little girl is smiling and wearing a fake nose and glasses	AeBBnA	AnBBnA
7716	A man is squirting water into the mouth of a white dog with a squirt gun	There is no man squirting water into the mouth of a white dog with a squirt gun	AcBBcA	AcBBcA
7717	A man is spraying a super soaker into the mouth of a dog	The man is spraying a super soaker into the mouth of the dog	AeBBeA	AeBBeA
7718	A man is spraying a super soaker into the mouth of a dog	There is no man spraying a super soaker into the mouth of a dog	AcBBcA	AcBBcA
7727	A child is amazedly experiencing a new world	A child is experiencing a new world	AeBBnA	AeBBnA
7735	A dog is walking along the snowdrift	A dog is walking along a snowdrift	AeBBeA	AeBBeA
7736	There is no dog walking along a snowdrift	A dog is walking along a snowdrift	AcBBcA	AcBBcA
7737	A dog is playing alone on a beach covered by snow	A dog is playing alone on the shore covered by snow	AeBBnA	AeBBnA
7744	A light brown dog is running up a street	The light brown dog is running up a street	AeBBeA	AeBBeA
7745	A light brown dog is running up a street	There is no light brown dog running up a street	AcBBcA	AcBBcA
7758	People are not walking through a crowded street	People are walking through a crowded street	AcBBcA	AcBBcA
7767	A surfer is riding a big wave across dark green water	No surfer is riding a big wave across dark green water	AcBBcA	AcBBcA
7768	A surfer is riding a big wave	The surfer is riding a big wave	AeBBeA	AeBBeA
7769	The surfer is riding a small wave	The surfer is riding a big wave	AcBBcA	AcBBcA
7771	A surfer is riding a big wave across dark green water	A surfer is riding a big wave	AeBBnA	AeBBnA
7774	A big wave is being ridden by a surfer across dark green water	The surfer is riding a big wave	AeBBnA	AeBBnA
7776	A surfer is riding a big wave across dark green water	The surfer is riding a big wave	AeBBnA	AeBBnA
7777	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses	AeBBnA	AeBBnA
7778	The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	AcBBcA	AcBBcA
7779	The muscular black man is dancing and the man behind him is wearing green beads	The muscular man is dancing and the man behind him is wearing green beads	AeBBnA	AeBBnA
7780	The muscular black man is dancing and the man behind him is wearing green beads	The muscular white man is dancing and the man behind him is wearing green beads	AnBBnA	AcBBcA
7786	A person wearing grey pants is airborne on a snowboard	A person is wearing grey pants on a snowboard	AeBBnA	AeBBnA
7788	A snowboarding man is jumping through the air	A snowboarder is jumping through the air	AeBBnA	AeBBnA
7789	A snowboarding woman is jumping through the air	A snowboarding man is jumping through the air	AnBBnA	AcBBcA
7796	There is no tennis player lunging to the left	A tennis player is lunging to the left	AcBBcA	AcBBcA
7797	A tennis player with a green headband is hitting the ball	The tennis player with a green headband is hitting the ball	AeBBeA	AeBBeA
7804	A man is crouching and holding a camera	A person is crouching and holding a camera	AeBBnA	AeBBnA
7805	A man is crouching and holding a camera	A woman is crouching and holding a camera	AnBBnA	AcBBcA
7806	A man is squatting in brush and taking a photograph	A man is squatting in brush and taking a photo	AeBBeA	AeBBeA
7807	A man is squatting in brush and taking a photograph	There is no man squatting in brush and taking a photograph	AcBBcA	AcBBcA
7808	A man is squatting in brush and taking a photo	A man is crouching and holding a camera	AeBBnA	AnBBnA
7810	A man is squatting in brush and taking a photograph	A person is crouching and holding a camera	AeBBnA	AnBBnA
7812	A man is squatting in brush and taking a photograph	A man is crouching and holding a camera	AeBBnA	AnBBnA
7813	Some dogs are playing in a river	Some dogs are playing in a stream	AeBBnA	AeBBnA
7814	Some dogs are not playing in a stream	Some dogs are playing in a stream	AcBBcA	AcBBcA
7822	A black dog is jumping from a cylindrical hay bale	A black dog is leaping from a cylindrical hay bale	AeBBeA	AeBBeA
7823	A white dog is leaping from a cylindrical hay bale	A black dog is leaping from a cylindrical hay bale	AnBBnA	AcBBcA
7831	The brown dog is jumping in the air	The brown animal is jumping in the air	AeBBnA	AeBBnA
7833	A brown dog is jumping in the air	A dog is jumping in the air	AeBBnA	AeBBnA
7834	A brown dog is jumping in the air	There is no brown dog jumping in the air	AcBBcA	AcBBcA
7835	The brown dog is jumping in the air	A dog is jumping in the air	AeBBnA	AeBBnA
7836	There is no brown dog jumping in the air	The brown dog is jumping in the air	AcBBcA	AcBBcA
7837	A brown dog is jumping in the air	The brown animal is jumping in the air	AeBBnA	AeBBnA
7839	The brown dog is jumping in the air	A brown dog is jumping in the air	AeBBeA	AeBBeA
7840	A man on a motorcycle is riding on a track and waving happily	A man on a motorcycle is riding on a track and waving	AeBBnA	AeBBnA
7842	The person on the motorcycle is holding up his arm	The person on the motorcycle is holding up an arm	AeBBnA	AeBBnA
7843	The person on the motorcycle is holding up an arm	The person on the motorcycle is not holding up an arm	AcBBcA	AcBBcA
7849	Two adults are standing on a scooter in a field of yellow flowers	Two adults are standing on a scooter in a field of flowers	AeBBnA	AeBBnA
7850	Two adults are standing on a scooter in a field of yellow flowers	Two adults are not standing on a scooter in a field of yellow flowers	AcBBcA	AcBBcA
7852	Two people wearing helmets are riding over the yellow and white flowers	Two people wearing helmets are not riding over the yellow and white flowers	AcBBcA	AcBBcA
7858	A man is riding a dirt bike down a dirt hill	A person is riding a dirt bike down a dirt hill	AeBBnA	AeBBnA
7859	A person is riding a dirt bike up a dirt hill	A person is riding a dirt bike down a dirt hill	AnBBcA	AcBBcA
7860	A person is riding a bike along a muddy trail	A person is riding a bike along the trail	AeBBnA	AeBBnA
7861	There is no person riding a bike along a muddy trail	A person is riding a bike along a muddy trail	AcBBcA	AcBBcA
7867	A man in blue is riding a horse on a dirt road	A man in blue is riding a animal on a dirt road	AeBBnA	AeBBnA
7868	A man in blue is riding a horse on a dirt road	A woman in blue is riding a horse on a dirt road	AnBBnA	AcBBcA
7871	A man in a blue cowboy hat is riding a black horse	A man in a blue cowboy hat is riding a white horse	AcBBnA	AcBBcA
7880	Three people are driving four wheel ATVs in a field	Three people are driving four wheel vehicles in a field	AeBBnA	AeBBnA
7882	Three people are driving ATVs	Three people are driving four wheel vehicles in a field	AeBBnA	AeBBnA
7883	Three people are driving four wheel ATVs in a street	Three people are driving ATVs	AeBBnA	AeBBnA
7884	Three people are driving four wheel ATVs in a field	ATVs are being driven by three people	AeBBnA	AeBBnA
7886	Three people are driving four wheel ATVs in a field	Three people are driving ATVs	AeBBnA	AeBBnA
7887	Two white dogs and one brown dog are chasing a ball	Two white dogs and one brown dog are chasing a toy	AeBBnA	AeBBnA
7888	Two white dogs and one brown dog are not chasing a ball	Two white dogs and one brown dog are chasing a ball	AcBBcA	AcBBcA
7889	Two white dogs are playing with a brown dog and a tennis ball	Two white dogs are playing with a brown dog and a ball	AeBBnA	AeBBnA
7893	Two white dogs are playing with a brown dog and a ball	Two white dogs and one brown dog are chasing a toy	AeBBnA	AeBBnA
7897	A white race car is driving through a puddle	There is no white race car driving through a puddle	AcBBcA	AcBBcA
7898	The white rally car is throwing mud into the air and is approaching a bend in the track	A white rally car is throwing mud into the air and is approaching a bend in the track	AeBBeA	AeBBeA
7899	A white rally car is throwing mud into the air and is approaching a bend in the track	A black rally car is throwing mud into the air and is approaching a bend in the track	AnBBnA	AcBBcA
7902	A white rally car is throwing mud into the air and is approaching a bend in the track	A white racing vehicle is driving through a puddle	AeBBnA	AeBBnA
7905	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	An animal is jumping at a shiny blue soccer ball in a field of dry leaves	AeBBnA	AeBBnA
7906	A dog is jumping at a shiny blue soccer ball in a field of dry leaves	There is no dog jumping at a shiny blue soccer ball in a field of dry leaves	AcBBcA	AcBBcA
7908	A small black dog is wearing a red collar and is in the leaves with a blue ball	A little black dog is wearing a red collar and is in the leaves with a blue ball	AeBBeA	AeBBeA
7909	A big black dog is wearing a red collar and is in the leaves with a blue ball	A little black dog is wearing a red collar and is in the leaves with a blue ball	AnBBnA	AcBBcA
7916	A dog is running towards a ball	A dog is running towards a toy	AeBBnA	AeBBnA
7917	A dog is not running towards a ball	A dog is running towards a ball	AcBBcA	AcBBcA
7918	A dog is running through a field and is chasing a ball	A dog is running through a field and is chasing a toy	AeBBnA	AeBBnA
7919	A dog is running through a field and is chasing a ball	There is no dog running through a field and chasing a ball	AcBBcA	AcBBcA
7922	A dog is running through a field and is chasing a ball	A dog is running towards a toy	AeBBnA	AeBBnA
7924	A dog is running through a field and is chasing a ball	A dog is running towards a ball	AeBBnA	AeBBnA
7925	Four athletes are with a man in a crowded stadium	Four athletes are with a person in a crowded stadium	AeBBnA	AeBBnA
7926	Four athletes are with a man in a crowded stadium	Four athletes are with a woman in a crowded stadium	AnBBcA	AcBBcA
7927	A person in a pink jacket is running onto the field	A person in pink is running onto the field	AeBBnA	AeBBnA
7928	A person in a pink jacket is running onto the field	A person in a pink jacket is not running onto the field	AcBBcA	AcBBcA
7935	An Asian woman is holding a fur scarf	There is no Asian woman holding a fur scarf	AcBBcA	AcBBcA
7937	A woman dressed in elegant clothing is inside a crowd of people and is looking up	A woman dressed in elegant clothing is inside a crowd of people and is looking down	AcBBnA	AcBBcA
7943	A boy is running through the sea at the beach	A boy is running through the water at the beach	AeBBnA	AeBBnA
7944	A girl is running through the water at the beach	A boy is running through the water at the beach	AnBBnA	AcBBcA
7945	A boy in a white t-shirt is splashing in shallow water	A kid in a white t-shirt is splashing in shallow water	AeBBnA	AeBBnA
7946	A boy in a white t-shirt is splashing in shallow water	There is no boy in a white t-shirt splashing in shallow water	AcBBcA	AcBBcA
7952	Two tall basketball players are scrambling for the ball on the court	Two basketball players are scrambling for the ball on the court	AeBBnA	AeBBnA
7960	A basketball player is on the court floor and another one is grabbing the ball	Two basketball players are scrambling for the ball on the court	AeBBnA	AeBBnA
7961	The white dogs are looking curiously at the black llama	The white dogs are looking at the black llama	AeBBnA	AeBBnA
7962	The white dogs aren't looking curiously at the black llama	The white dogs are looking curiously at the black llama	AcBBcA	AcBBcA
7972	Two poodles are in the snow and one is jumping high	Two poodles are in the snow and one is jumping	AeBBnA	AeBBnA
7974	A grey dog is jumping toward a black and white dog in the soft snow	A grey dog is jumping toward a black and white dog in the snow	AeBBnA	AeBBnA
7982	The man surrounded by photographers is wearing a gray suit and glasses	The woman surrounded by photographers is wearing a gray suit and glasses	AnBBnA	AcBBcA
7984	A man in a suit is not being surrounded by photographers	A man in a suit is being surrounded by photographers	AcBBcA	AcBBcA
7989	The man surrounded by men with a camera is wearing a gray suit and glasses	A man in a suit is being surrounded by photographers	AeBBnA	AeBBnA
7991	The man surrounded by photographers is wearing a gray suit and glasses	A man in a suit is being surrounded by photographers	AeBBnA	AeBBnA
7992	Children in swimming suits are playing in the pool	Children in swimming suits are playing in the water	AeBBnA	AeBBnA
7993	Children in swimming suits are not playing in the water	Children in swimming suits are playing in the water	AcBBcA	AcBBcA
7994	The boys are wearing bathing suits and water is splashing around	The kids are wearing bathing suits and water is splashing around	AeBBnA	AeBBnA
7995	The kids are wearing bathing suits and water is splashing around	The kids are not wearing suits and water is splashing around	AcBBcA	AcBBcA
8001	Boys are dangling from straps and kicking at each other	People are dangling from straps and kicking at each other	AeBBnA	AeBBnA
8003	A blonde girl is hanging by gymnastic ropes	A girl is hanging by gymnastic ropes	AeBBnA	AeBBnA
8010	A man dressed in black and white is holding up the tennis racket and is waiting for the ball	A player dressed in black and white is holding up the tennis racket and is waiting for the ball	AeBBnA	AeBBnA
8013	A tennis player in mid game is holding a racquet	A tennis player in mid game is not holding a racquet	AcBBcA	AcBBcA
8019	A dog is playing in the green field	A dog is playing on the green grass	AeBBnA	AeBBnA
8023	A brown and white dog is playing on the lawn	A dog is playing on the green grass	AeBBnA	AeBBnA
8027	A brown and white dog is playing on the grass	A dog is playing on the green grass	AeBBnA	AeBBnA
8028	A tan skinned kid is looking at the camera	A tan skinned child is looking at the camera	AeBBeA	AeBBeA
8029	There is no tan skinned child looking at the camera	A tan skinned child is looking at the camera	AcBBcA	AcBBcA
8030	A little boy with a bib is watching the camera	A young boy with a bib is watching the camera	AeBBeA	AeBBeA
8031	A little boy with a bib is not watching the camera	A little boy with a bib is watching the camera	AcBBcA	AcBBcA
8037	A young boy in the blue shirt is jumping into the water	The young boy in the blue shirt is jumping into the water	AeBBeA	AeBBeA
8038	The young boy in the blue shirt is not jumping into the water	The young boy in the blue shirt is jumping into the water	AcBBcA	AcBBcA
8040	A young girl is jumping into a still lake	A young boy is jumping into a still lake	AnBBnA	AcBBcA
8046	Two men are carrying colorful baskets and blankets and walking near a building	Two people are carrying colorful baskets and blankets and walking near a building	AeBBnA	AeBBnA
8048	Two people are walking with laden baskets and colorful blankets	Two people are walking with laden baskets and blankets	AeBBnA	AeBBnA
8052	Two men are carrying colorful baskets and blankets and walking near a building	Two people are walking with laden baskets and blankets	AeBBnA	AnBBnA
8054	Two people are carrying colorful baskets and blankets and walking near a building	Two people are walking with laden baskets and blankets	AeBBnA	AeBBnA
8055	A young girl is sitting in a swimsuit	A young girl is sitting in swimming gear	AeBBnA	AeBBnA
8064	A dog is running on a snowy road	A dog is running on a snowy path	AeBBnA	AeBBnA
8066	A brown dog is running through a snowy path	A brown dog is running through a snowy trail	AeBBeA	AnBBeA
8068	A brown dog is running through a snowy path	A dog is running on a snowy path	AeBBnA	AeBBnA
8069	A white dog is running through a snowy trail	A dog is running on a snowy path	AeBBnA	AeBBnA
8072	A brown dog is running through a snowy trail	A dog is running on a snowy path	AeBBnA	AeBBnA
8073	Two boys in white outfits and red protective gear are sparring on a mat	Two children in white outfits and red protective gear are sparring on a mat	AeBBnA	AeBBnA
8075	Two boys are doing martial arts on a blue mat	Two kids are doing martial arts on a blue mat	AeBBnA	AeBBnA
8084	A black and white dog is playing with a broken volleyball	A black and white dog is playing with a broken ball	AeBBnA	AeBBnA
8088	A black and white dog is playing with a ruined volleyball in a brown field	A black and white dog is playing with a broken volleyball	AeBBnA	AeBBnA
8090	A black and white dog is playing with a tattered volleyball in a brown field	A black and white dog is playing with a broken volleyball	AeBBnA	AeBBnA
8094	The little boy is riding a bicycle in a race	The little girl is riding a bicycle in a race	AnBBnA	AcBBcA
8102	A topless woman is being smeared with a brown substance and a blurry crowd is in the background	A woman is being smeared with brown substance and a blurry crowd is in the background	AeBBnA	AeBBnA
8109	Two boys and a man are playing games at an arcade	Two kids and a man are playing games at an arcade	AeBBnA	AeBBnA
8110	Two kids and a man are playing games at an arcade	Two kids and a woman are playing games at an arcade	AnBBnA	AcBBcA
8111	A family is purchasing something at the vending machine	A family is buying something at the vending machine	AeBBeA	AeBBeA
8112	A family is not purchasing something at a vending machine	A family is purchasing something at the vending machine	AcBBcA	AcBBcA
8118	A female cheerleader is sitting on the knee of a male cheerleader	A female cheerleader is sitting on the knee of a man	AeBBnA	AeBBnA
8120	Some cheerleaders are taking a break	Some cheerleaders are relaxing	AeBBnA	AeBBnA
8129	Several young people are posing for a photo and holding beers	Several young people are posing for a photo and holding drinks	AeBBnA	AeBBnA
8130	Several young people are posing for a photo and holding beers	Several old people are posing for a photo and holding beers	AnBBnA	AcBBcA
8138	The girl has red hair and eyebrows several piercings in a ear and a drawing on the back	The girl has red hair and eyebrows several piercings in a ear and a tattoo on the back	AeBBnA	AeBBnA
8139	The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back	The girl has red hair and eyebrows, several piercings in a ear and no tattoo on the back	AcBBcA	AcBBcA
8145	A woman in blue has a yellow ball in the mitt	A woman in blue has a yellow ball in the hand	AnBBnA	AeBBeA
8146	A woman in blue has a yellow ball in the mitt	A man in blue has a yellow ball in the mitt	AnBBnA	AcBBcA
8147	The girl in blue is chasing the base runner with a number on the jersey	The girl in blue is chasing the player with a number on the jersey	AeBBnA	AeBBnA
8154	The young man is rock climbing	The man is rock climbing	AeBBnA	AeBBnA
8155	The young man is not rock climbing	The young man is rock climbing	AcBBcA	AcBBcA
8157	A man in a purple hat isn't climbing a rocky wall with bare hands	A man in a purple hat is climbing a rocky wall with bare hands	AcBBcA	AcBBcA
8158	A rocky wall is climbed by a man in a purple hat with bare hands	The young man is rock climbing	AeBBnA	AeBBnA
8160	A man in a purple hat is climbing a rocky wall with bare hands	The man is rock climbing	AeBBnA	AeBBnA
8166	A blond woman is sitting on the roof of a yellow vehicle and two people are inside	A blond woman is sitting on the roof of a yellow vehicle and two people are outside	AnBBnA	AcBBcA
8174	A brown and white dog is jumping over a red, yellow and white barrier	A brown and white dog is jumping over a red, yellow and white hurdle	AeBBeA	AeBBeA
8181	The yellow dog is drinking water from a bottle	The yellow dog is drinking water from a container	AeBBnA	AeBBnA
8184	A yellow dog is drinking water from the faucet	A yellow dog is not drinking water from the faucet	AcBBcA	AcBBcA
8190	Adults and children standing and playing in front of steps near a wooded area	Adults and children standing and playing in front of a stair near a wooded area	AeBBeA	AeBBeA
8192	The adults and children are being grouped near an outdoor seating arrangement	The adults and children are being gathered near an outdoor seating arrangement	AeBBeA	AeBBeA
8193	The adults and children are not gathered near an outdoor seating arrangement	The adults and children are being gathered near an outdoor seating arrangement	AcBBcA	AcBBcA
8200	A bride with a black veil is looking down	A bride with a white veil is looking down	AnBBnA	AcBBcA
8201	A woman is looking down and is wearing a wedding dress	A woman is looking down and is wearing a wedding veil	AeBBnA	AnBBnA
8206	A bride with a black veil is looking down	A woman is looking down and is wearing a wedding veil	AeBBnA	AeBBnA
8208	A young girl is standing in a group and is wearing a black shirt and pink beads	A girl is standing in a group and is wearing a black shirt and pink beads	AeBBnA	AeBBnA
8210	A girl has black and orange patches on the cheeks	A girl has colored patches on the cheeks	AeBBnA	AeBBnA
8217	Two large dogs are frolicking in a grassy field	Two large dogs are frolicking in a field	AeBBnA	AeBBnA
8219	Two dogs are running through high grass	Two animals are running through high grass	AeBBnA	AeBBnA
8226	A black dog is running across a rocky landscape	A dog is running across a rocky landscape	AeBBnA	AeBBnA
8227	A white dog is running across a rocky landscape	A black dog is running across a rocky landscape	AnBBcA	AcBBcA
8228	A black dog is walking along rocky terrain	A black dog is moving along rocky terrain	AeBBnA	AeBBnA
8235	Three small dogs are sniffing at something	Three dogs are sniffing at something	AeBBnA	AeBBnA
8237	Three dogs are resting on a sidewalk	Three dogs are resting on the pavement	AeBBnA	AeBBeA
8245	A young man is pushing a motocross bike up a dirt hill	A young man is pushing a motocross bike down a dirt hill	AnBBnA	AcBBcA
8246	Some young dirt bikers are getting a dirt bike up a sandy hill	Some young bikers are getting a dirt bike up a sandy hill	AeBBnA	AeBBnA
8247	Some young dirt bikers are getting a dirt bike up a sandy hill	Some old dirt bikers are getting a dirt bike up a sandy hill	AcBBnA	AcBBcA
8255	An older man and a woman are riding bikes on the boardwalk near the ocean	An older man and a woman are riding bikes on the boardwalk near the water	AeBBnA	AeBBnA
8257	An older man and a woman are riding bikes on the boardwalk near the water	A middle aged man and woman are riding bikes down a road beside the water	AeBBnA	AeBBnA
8262	Some people and cars are on a crowded street	Some people and vehicles are on a crowded street	AeBBnA	AeBBnA
8264	Pedestrians and cars are moving through a traffic jam in a big city	Pedestrians and cars are moving through a traffic jam in the big city	AeBBeA	AeBBeA
8265	Pedestrians and cars are moving through a traffic jam in a small city	Pedestrians and cars are moving through a traffic jam in a big city	AnBBnA	AcBBcA
8266	Some people and vehicles are on a crowded street	Pedestrians and cars are moving through a traffic jam in the big city	AeBBnA	AeBBnA
8268	Pedestrians and cars are moving through a traffic jam in a big city	Some people and cars are on a crowded street	AeBBnA	AeBBnA
8270	Pedestrians and cars are moving through a traffic jam in a big city	Some people and vehicles are on a crowded street	AeBBnA	AeBBnA
8271	Two brown and white dogs are fighting on a grassy area in front of a tree	Two brown and white dogs are fighting on a grassy area in front of a plant	AeBBnA	AeBBnA
8273	Two dogs are playing outside	Two animals are playing outside	AeBBnA	AeBBnA
8274	Two dogs are playing inside	Two dogs are playing outside	AcBBnA	AcBBcA
8275	Two brown and white dogs are fighting on a grassy area in front of a tree	Two animals are playing outside	AeBBnA	AcBBcA
8283	A man is sitting on the grass and drinking from a water bottle	A woman is sitting on the grass and is drinking from a water bottle	AnBBnA	AcBBcA
8286	Water is being drunk by a soccer player sitting on the field	A man is sitting on the grass and drinking from a water bottle	AeBBnA	AeBBnA
8290	A dog is running on the beach	There is no dog running on the beach	AcBBcA	AcBBcA
8291	The dog is running through the wet sand	The dog is moving through the wet sand	AeBBnA	AeBBnA
8292	The dog is running through the wet sand	The dog is running through the dry sand	AcBBcA	AcBBcA
8299	A boy is wearing sunglasses	A girl is wearing sunglasses	AnBBnA	AcBBcA
8301	A chubby faced boy is not wearing sunglasses	A chubby faced boy is wearing sunglasses	AcBBcA	AcBBcA
8302	A chubby faced boy is wearing dark glasses	A boy is wearing sunglasses	AeBBnA	AeBBnA
8304	A chubby faced boy is wearing sunglasses	Sunglasses are being worn by a boy	AeBBnA	AeBBnA
8306	A chubby faced boy is wearing sunglasses	A boy is wearing sunglasses	AeBBnA	AeBBnA
8307	Children are being dressed in costumes and playing a game	Kids are being dressed in costumes and playing a game	AeBBeA	AeBBeA
8308	Kids are being dressed in costumes and playing a game	Kids are not dressed in costumes and playing a game	AcBBcA	AcBBcA
8309	A young girl with painted face is standing next to some other children	A girl with painted face is standing next to some other children	AeBBnA	AeBBnA
8310	A young boy with painted face is standing next to some other children	A young girl with painted face is standing next to some other children	AnBBnA	AcBBcA
8316	Dogs are racing on a track	Dogs are running on a track	AeBBnA	AeBBnA
8318	A horse is racing	A horse is running	AeBBnA	AeBBnA
8319	A horse is racing	A horse is not racing	AcBBcA	AcBBcA
8325	Two bmx bikers are jumping dirt ramps in front of the water	Two bmx bikers are jumping dirt ramps in front of a body of water	AeBBeA	AeBBeA
8327	Some bikers are doing acrobatics on a track near water and a skyline	Some bikers are getting airborne on a track near water and a skyline	AeBBnA	AeBBnA
8328	Some bikers are getting airborne on a track near water and a skyline	Some bikers are not getting airborne on a track near water and a skyline	AcBBcA	AcBBcA
8331	Two bmx bikers are jumping dirt ramps in front of the water	Some bikers are getting airborne on a track near water and a skyline	AeBBnA	AnBBnA
8334	A man is doing a trick on a skateboard	A person is doing a trick on a skateboard	AeBBnA	AeBBnA
8336	A man is doing a skateboard trick on an outdoor park porch	A man is doing a skateboard trick on a park porch	AeBBnA	AeBBnA
8337	A woman is doing a skateboard trick on an outdoor park porch	A man is doing a skateboard trick on an outdoor park porch	AnBBnA	AcBBcA
8338	A man is doing a skateboard trick on a park porch	A man is doing a trick on a skateboard	AeBBnA	AeBBnA
8340	A man is doing a skateboard trick on an outdoor park porch	A person is doing a trick on a skateboard	AeBBnA	AeBBnA
8342	A man is doing a skateboard trick on an outdoor park porch	A man is doing a trick on a skateboard	AeBBnA	AeBBnA
8343	A man in a motocross uniform is wearing a helmet and rides a red motorcycle	A person in a motocross uniform is wearing a helmet and rides a red motorcycle	AeBBnA	AeBBnA
8345	A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	AeBBnA	AeBBnA
8349	A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle	A man in a motocross uniform is wearing a helmet and rides a red motorcycle	AeBBnA	AeBBnA
8352	People are sitting at square tables in a red room	People are sitting at tables in a red room	AeBBnA	AeBBnA
8353	People are sitting at round tables in a red room	People are sitting at square tables in a red room	AcBBnA	AcBBcA
8354	Several people are sitting at little tables in a darkened room	Several people are sitting at small tables in a darkened room	AeBBeA	AeBBeA
8363	A boy is jumping off the side of a water fountain made of stone in front of a building	A boy is jumping off the side of a stone water fountain in front of a building	AeBBeA	AeBBeA
8364	A boy is jumping on the side of a stone water fountain in front of a building	A boy is jumping off the side of a stone water fountain in front of a building	AcBBcA	AcBBcA
8370	Two dogs are leaping through snowy grass and rocks	Two dogs are jumping through snowy grass and rocks	AeBBeA	AeBBeA
8379	A girl in blue is sliding down a green slide	A girl in blue is sliding down a slide	AeBBnA	AeBBnA
8383	A girl in blue is sliding down a green slide	The young girl in blue is enjoying a slide	AeBBnA	AnBBnA
8388	A black man is walking next to a shop in a big city	A black man is walking next to a building in a big city	AeBBnA	AeBBnA
8389	A white man is walking next to a building in a big city	A black man is walking next to a building in a big city	AnBBnA	AcBBcA
8390	A man is looking into the distance and people is walking between buildings behind	A person is looking into the distance and people is walking between buildings behind	AeBBnA	AeBBnA
8397	A bald man in a band is playing guitar in the spotlight	A bald man in a band is playing an instrument in the spotlight	AeBBnA	AeBBnA
8400	There is no man playing guitar next to a drummer	A man is playing guitar next to a drummer	AcBBcA	AcBBcA
8406	A black dog is jumping off a dock into a pond	A black dog is jumping off a dock into water	AeBBnA	AeBBnA
8407	A black dog is jumping off a dock into a pond	A black dog is jumping on a dock into a pond	AeBBnA	AcBBcA
8408	A black dog is jumping from a dock into the water	A black animal is jumping from a dock into the water	AeBBnA	AeBBnA
8409	A black dog is jumping from a dock into the water	A white dog is jumping from a dock into the water	AnBBnA	AcBBcA
8410	A black dog is jumping off a dock into a pond	A black animal is jumping from a dock into the water	AeBBnA	AeBBnA
8413	A black dog is jumping on a dock into a pond	A black dog is jumping from a dock into the water	AeBBnA	AeBBnA
8415	A bride in a white dress is running	A girl in a white dress is running	AeBBnA	AeBBnA
8417	A little girl is smiling and running out of the house	A little girl is smiling and running outside	AeBBnA	AeBBnA
8418	A little girl is smiling and running outside	A little girl is smiling and running inside	AcBBcA	AcBBcA
8425	A skier in white is catching a tiny bit of air	A skier in black is catching a tiny bit of air	AnBBnA	AcBBcA
8427	There is no man skiing down a snowy hill	A man is skiing down a snowy hill	AcBBcA	AcBBcA
8433	A boy is playing slip and slide in the grass	A child is playing slip and slide in the grass	AeBBnA	AeBBnA
8434	A child is playing slip and slide in the grass	A child is not playing slip and slide in the grass	AcBBcA	AcBBcA
8435	A child is splashing in a pool for children and other kids are playing in the background	A child is splashing in a pool for children and other children are playing in the background	AeBBeA	AeBBeA
8436	A child is splashing in a pool for children and no other children are playing in the background	A child is splashing in a pool for children and other children are playing in the background	AcBBcA	AcBBcA
8443	Two women are standing together and one is looking through binoculars	Two men are standing together and one is looking through binoculars	AnBBnA	AcBBcA
8446	Two men are standing together and one is looking through binoculars	Two men are looking out and binoculars are being held by one of them	AeBBnA	AeBBnA
8452	A motorcyclist on a bike is leaning into a sharp corner	There is no motorcyclist on a bike leaning into a sharp corner	AcBBcA	AcBBcA
8453	A man on a motorcycle is turning around a corner	A man on a motorcycle is going around a corner	AeBBeA	AeBBnA
8454	A man on a motorcycle is going around a corner	A woman on a motorcycle is going around a corner	AnBBnA	AcBBcA
8455	A motorcyclist on a bike is leaning into a sharp corner	A man on a motorcycle is turning around a corner	AeBBnA	AeBBnA
8460	A man with a backwards hat is sitting on the ground	A person with a backwards hat is sitting on the ground	AeBBnA	AeBBnA
8461	A man with no hat is sitting on the ground	A man with a backwards hat is sitting on the ground	AnBBcA	AcBBcA
8462	A young man in a white shirt and gold and black hat is sitting with crossed legs	A young person in a white shirt and gold and black hat is sitting with crossed legs	AeBBnA	AeBBnA
8463	An old man in a white shirt and gold and black hat is sitting with crossed legs	A young man in a white shirt and gold and black hat is sitting with crossed legs	AcBBnA	AcBBcA
8469	A young oriental girl is standing above the crowd and is playing with a pinwheel	A young oriental girl is standing above people and is playing with a pinwheel	AeBBnA	AeBBnA
