index	task	verb	sentence	neg_sentence	complement	turker_pos_ratings	turker_neg_ratings	bert_pos_entailment_prob	bert_pos_contradiction_prob	bert_pos_neutral_prob	bert_neg_entailment_prob	bert_neg_contradiction_prob	bert_neg_neutral_prob	signature
1169	that	expect	It is expected that other organizations will follow suit in using these tools.	It is not expected that other organizations will follow suit in using these tools.	Other organizations will follow suit in using these tools.	1.0,1.0,1.0	-2.0,-1.0,0.0	0.9968329	0.0003114593	0.0028556578000000004	0.11071614	0.62699133	0.26229262	o/o
1170	that	worry	Bennett was fretting five years ago, worried that there were too few. 	Bennett was fretting five years ago, not worried that there were too few. 	There were too few.	0.0,1.0,1.0	0.0,0.0,2.0	0.11075079	0.0148380045	0.87441117	0.22221039	0.04280874	0.7349809	o/o
1171	that	decide	It was decided that the odds of that happening were really low.	It was not decided that the odds of that happening were really low.	The odds of that happening were really low.	1.0,1.0,2.0	-1.0,0.0,0.0	0.99824023	0.00020921769	0.0015505957	0.932258	0.01252614	0.055215783	o/o
1172	that	saw	People saw that I was trying to escape.	People did not see that I was trying to escape.	I was trying to escape.	1.0,1.0,2.0	-2.0,1.0,2.0	0.99666935	0.00047362375	0.0028570944	0.96394634	0.006284082	0.0297696	o/o
1173	that	determine	The participants have determined that there are no obstacles for innovation.	The participants have not determined that there are no obstacles for innovation.	There are no obstacles for innovation.	1.0,2.0,2.0	-1.0,0.0,0.0	0.9950485	0.0004516172	0.0044999085	0.99088305	0.0012048442	0.007912085	+/o
1174	that	felt	He now felt that Tuppence was all that was noble and disinterested.	He now did not feel that Tuppence was all that was noble and disinterested.	Tuppence was all that was noble and disinterested.	0.0,0.0,1.0	-2.0,0.0,0.0	0.99782455	0.00073023996	0.0014451866	0.00045357904	0.9986498	0.0008966976	o/o
1175	that	recognize	These organizations recognize that stakeholders will have a lot to say in determining whether their programs succeed or fail.	These organizations do not recognize that stakeholders will have a lot to say in determining whether their programs succeed or fail.	Stakeholders will have a lot to say in determining whether their programs succeed or fail.	1.0,2.0,2.0	1.0,1.0,2.0	0.99801874	0.00021474084	0.0017665008	0.40640098	0.11057509	0.48302394	+/+
1176	that	convince	I am convinced that GAO is now entering another significant era that will take its place on the timeline of the agency's historic key events.	I am not convinced that GAO is now entering another significant era that will take its place on the timeline of the agency's historic key events.	Gao is now entering another significant era that will take its place on the timeline of the agency's historic key events.	0.0,1.0,2.0	-1.0,-1.0,0.0	0.99694866	0.00047982874	0.0025715944	0.024795042000000003	0.95059067	0.02461435	o/o
1177	that	estimate	The FCC estimates that 300 respondents will show at a cost of $100 each.	The FCC does not estimate that 300 respondents will show at a cost of $100 each.	300 respondents will show at a cost of $ 100 each.	0.0,1.0,2.0	-1.0,-1.0,-1.0	0.99672407	0.0005479451	0.002727937	0.13332848	0.2251363	0.6415352	o/o
1178	that	conclude	The evaluators concluded that Brazil is ripe for various exports. 	The evaluators did not conclude that Brazil is ripe for various exports. 	Brazil is ripe for various exports.	1.0,1.0,2.0	-1.0,-1.0,1.0	0.9964005	0.00032696256	0.003272541	0.11185301	0.07269980000000001	0.8154471999999999	o/o
1179	that	claim	The report claims that the overestimation is spot on.	The report does not claim that the overestimation is spot on.	The overestimation is spot on.	0.0,1.0,1.0	0.0,0.0,0.0	0.9889903	0.0013922221	0.009617415	0.0018602362	0.99493766	0.0032021466	o/o
1180	that	mean	It also meant that future buyouts would be less heavily leveraged.	It also did not mean that future buyouts would be less heavily leveraged.	Future buyouts would be less heavily leveraged.	2.0,2.0,2.0	-1.0,-1.0,0.0	0.9985574	0.00046110197	0.0009814039	0.0053241015	0.9889658	0.0057101278	o/o
1181	that	observe	Participants observed that a dominant board member could essentially be in charge of the board's agenda.	Participants did not observe that a dominant board member could essentially be in charge of the board's agenda.	A dominant board member could essentially be in charge of the board's agenda.	1.0,1.0,1.0	2.0,2.0,2.0	0.99854904	0.00020314398	0.0012477924	0.9895761	0.0021964102	0.008227501	+/+
1182	that	seem	It seemed that Labour Day was just like any other ordinary day. 	It did not seem that Labour Day was just like any other ordinary day. 	Labour day was just like any other ordinary day.	0.0,2.0,2.0	-2.0,-2.0,-1.0	0.9965584	0.0005132398	0.0029284188	0.00065238436	0.998083	0.0012646354	o/o
1183	that	acknowledge	Zelon acknowledges that she makes an effort to ensure that jurors leave her courtroom with a sense of confidence in the organization of courtroom proceedings and the effectiveness of the trial-by-jury system.	Zelon does not acknowledge that she makes an effort to ensure that jurors leave her courtroom with a sense of confidence in the organization of courtroom proceedings and the effectiveness of the trial-by-jury system.	She makes an effort to ensure that jurors leave her courtroom with a sense of confidence in the organization of courtroom proceedings and the effectiveness of the trial-by-jury system.	-2.0,1.0,2.0	-1.0,0.0,1.0	0.9987025	0.00016753486	0.0011299703	0.99643254	0.0005383315	0.003029117	+/+
1184	that	hold	Legend holds that the Kathmandu Valley was once a vast lake, upon which floated a giant lotus flower, from which emanated the light of Swayambhu, the primordial Buddha.	Legend does not hold that the Kathmandu Valley was once a vast lake, upon which floated a giant lotus flower, from which emanated the light of Swayambhu, the primordial Buddha.	The kathmandu valley was once a vast lake, upon which floated a giant lotus flower, from which emanated the light of swayambhu, the primordial buddha.	0.0,0.0,2.0	-2.0,0.0,0.0	0.9978078	0.0007456909	0.001446505	0.994916	0.0020511805	0.0030327959000000003	o/o
1185	that	decide	They decided that Gorge's edge was the best place to spend the night.	They did not decide that Gorge's edge was the best place to spend the night.	Gorge's edge was the best place to spend the night.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.9979943	0.0002166864	0.0017890926	0.0037343365	0.99020004	0.006065612	o/o
1186	that	fear	I much feared that it would be impossible. The other answered in a low voice that had a kind of hiss in it: There were difficulties.	I much did not fear that it would be impossible. The other answered in a low voice that had a kind of hiss in it: There were difficulties.	It would be impossible.	0.0,0.0,0.0	-2.0,-1.0,0.0	0.00678536	0.0023734584	0.9908412	0.012361206	0.014188633	0.9734501	o/o
1187	that	convince	The monk was convinced that the church had become corrupted by Pagan influences, and saw fit to destroy such a hive of heresy.	The monk was not convinced that the church had become corrupted by Pagan influences, and saw fit to destroy such a hive of heresy.	The church had become corrupted by pagan influences.	0.0,1.0,1.0	-2.0,-2.0,0.0	0.9922706	0.0010518046	0.006677543	0.1492456	0.03896523	0.81178916	o/o
1188	that	write	John F. Walvoord, a major pretrib writer, recently wrote that two out of three Israelites will perish during the Tribulation.	John F. Walvoord, a major pretrib writer, recently did not write that two out of three Israelites will perish during the Tribulation.	Two out of three israelites will perish during the tribulation.	1.0,1.0,1.0	-1.0,0.0,1.0	0.9948825	0.0008839299000000002	0.004233526	0.3415608	0.12821327	0.53022593	o/o
1189	that	expect	It is expected that FASAB will continue to recommend statements on specialized topics.	It is not expected that FASAB will continue to recommend statements on specialized topics.	Fasab will continue to recommend statements on specialized topics.	-2.0,1.0,1.0	-2.0,-1.0,-1.0	0.9983046999999998	0.00018018113	0.0015151319	0.77873266	0.07045914	0.15080817	o/o
1190	that	tell	Tommy reacted mechanically when he was told that somebody had asked Miss Tuppence to marry that morning.	Tommy reacted mechanically when he was not told that somebody had asked Miss Tuppence to marry that morning.	Somebody had asked miss tuppence to marry that morning.	1.0,2.0,2.0	1.0,1.0,2.0	0.9965618	0.0005495687	0.0028886641	0.99199474	0.0014148311	0.0065904623	o/o
1191	that	assert	The home secretary asserted that most defendants demand jury trials for no good reason other than to delay proceedings.	The home secretary did not assert that most defendants demand jury trials for no good reason other than to delay proceedings.	Most defendants demand jury trials for no good reason other than to delay proceedings.	0.0,1.0,2.0	-1.0,0.0,0.0	0.99672854	0.0012232461	0.0020481846	0.07129346	0.7106348000000001	0.2180717	o/o
1192	that	insist	Mr. Inglethorp insisted that the doctor join them for a short while after dinner.	Mr. Inglethorp did not insist that the doctor join them for a short while after dinner.	The doctor join them for a short while after dinner.	0.0,0.0,0.0	-1.0,0.0,0.0	0.996045	0.0007425678	0.003212445	0.025567537	0.94761026	0.02682211	o/o
1193	that	announce	The agency announces that the results are only a set of preliminary numbers and the actual findings will be reported at a future date.  	The agency does not announce that the results are only a set of preliminary numbers and the actual findings will be reported at a future date.  	The results are only a set of preliminary numbers.	1.0,2.0,2.0	0.0,1.0,2.0	0.99627835	0.00063526776	0.0030863308	0.038603745	0.9329376	0.02845861	o/o
1194	that	demand	The tenets of Jainism demand that everyone must be wearing shoes when they come into a holy place.	The tenets of Jainism do not demand that everyone must be wearing shoes when they come into a holy place.	Everyone must be wearing shoes when they come into a holy place.	0.0,1.0,2.0	-2.0,-2.0,0.0	0.99717855	0.00035795197	0.0024634998	0.0036702293	0.99063563	0.0056941654	o/o
1195	that	complain	Critics call the subject of the film inherently intriguing but complain that it has been marred by the Burnsian sensibility, ...	Critics call the subject of the film inherently intriguing but do not complain that it has been marred by the Burnsian sensibility, ...	It has been marred by the burnsian sensibility,.	1.0,1.0,2.0	0.0,0.0,0.0	0.99327266	0.0010599331	0.0056673596	0.6568298	0.17489920000000006	0.168271	o/o
1196	that	recommend	For this reason, it is recommended that only approximately 10% of the test organisms be exposed initially to the dilution water.	For this reason, it is not recommended that only approximately 10% of the test organisms be exposed initially to the dilution water.	Only approximately 10 % of the test organisms be exposed initially to the dilution water.	0.0,0.0,1.0	-2.0,-1.0,0.0	0.9982243	0.00034072908	0.0014350113	0.9893009	0.004255094	0.0064439937	o/o
1197	that	reveal	A profile of Arnold Schwarzenegger reveals that he contemplates running for California governor--and that he loves to paint pottery.	A profile of Arnold Schwarzenegger does not reveal that he contemplates running for California governor--and that he loves to paint pottery.	He contemplates running for california governor.	1.0,2.0,2.0	0.0,0.0,2.0	0.9984522	0.00041081375	0.0011370146	0.9922058	0.0021813093	0.005612909	+/+
1198	that	see	I look forward to seeing that you are a member of our organization when you donate $100.	I look forward to not seeing that you are a member of our organization when you donate $100.	You are a member of our organization when you donate $ 100.	0.0,1.0,1.0	-2.0,-2.0,0.0	0.9977906	0.00044925686	0.0017601142000000004	0.7225967	0.20336396	0.07403934	+/+
1199	that	demonstrate	This report demonstrates that our grantees and the broader equal justice community are doing great things for clients and are doing it more efficiently and effectively with fewer resources.	This report does not demonstrate that our grantees and the broader equal justice community are doing great things for clients and are doing it more efficiently and effectively with fewer resources.	Our grantees and the broader equal justice community are doing great things for clients.	1.0,1.0,2.0	-1.0,-1.0,0.0	0.998553	0.00018235865	0.001264701	0.7401207	0.112068094	0.1478112	+/o
1200	that	explain	The IRFA explained that it defined small business as any firm having 10-49 employees rather than the under 500 employee criteria used by the SBA.	The IRFA did not explain that it defined small business as any firm having 10-49 employees rather than the under 500 employee criteria used by the SBA.	It defined small business as any firm having 10-49 employees rather than the under 500 employee criteria used by the sba.	1.0,2.0,2.0	-1.0,0.0,2.0	0.99704665	0.0021121188	0.0008412316699999997	0.99532217	0.003388682	0.0012891239	o/+
1201	that	warn	Visitors who dislike enclosed spaces should be warned that the passage into the barrow is very low and narrow.	Visitors who dislike enclosed spaces should be not warned that the passage into the barrow is very low and narrow.	The passage into the barrow is very low and narrow.	1.0,1.0,2.0	1.0,2.0,2.0	0.9966698	0.0004610410500000001	0.0028692107	0.9933336	0.0012144884	0.005451913	o/+
1202	that	learn	In 1595 Drake learned that a 2-million-peso gold shipment had just arrived in San Juan aboard a Spanish galleon.	In 1595 Drake did not learn that a 2-million-peso gold shipment had just arrived in San Juan aboard a Spanish galleon.	A 2-million-peso gold shipment had just arrived in san juan aboard a spanish galleon.	1.0,2.0,2.0	0.0,0.0,1.0	0.9981021	0.0005301546	0.0013676765	0.9952442	0.0014890776	0.0032667106	+/+
1203	that	understand	He understood that Mrs. Vandemeyer was on the eve of departure for abroad, and that the servants had already left? 	He did not understand that Mrs. Vandemeyer was on the eve of departure for abroad, and that the servants had already left? 	Mrs. vandemeyer was on the eve of departure for abroad.	0.0,1.0,1.0	1.0,2.0,2.0	0.99413013	0.0014169094	0.0044529787	0.9905791	0.0023649195	0.0070559927	+/+
1204	that	hope	I hope that I can count on each of you and others to do the same.	I do not hope that I can count on each of you and others to do the same.	I can count on each of you and others to do the same.	0.0,0.0,0.0	-1.0,0.0,0.0	0.99764806	0.00020221015	0.0021497316	0.0030280764000000003	0.9921841999999998	0.0047877473	o/o
1205	that	prove	These prove that Hester Prynne's proud display of her A was prophetic.	These do not prove that Hester Prynne's proud display of her A was prophetic.	Hester prynne's proud display of her a was prophetic.	2.0,2.0,2.0	-2.0,0.0,0.0	0.9981402	0.00024473606	0.0016149734	0.99210125	0.00215689	0.00574189	o/o
1206	that	notice	I noticed that there was a long branch running out from the tree in the right direction.	I did not notice that there was a long branch running out from the tree in the right direction.	There was a long branch running out from the tree in the right direction.	2.0,2.0,2.0	1.0,2.0,2.0	0.9984577	0.0001535906	0.0013887971	0.9970114	0.00039835213	0.0025901806	+/+
1207	that	seem	It seems that Milos Forman is invested in the Horatio Alger tone.	It does not seem that Milos Forman is invested in the Horatio Alger tone.	Milos forman is invested in the horatio alger tone.	0.0,1.0,1.0	-2.0,-2.0,-2.0	0.99825567	0.0004830488	0.0012612833	0.00038633592	0.99889296	0.0007207817999999999	o/o
1208	that	add	She added that an in-home, brief intervention linked with primary care found no association between stage of change and outcome.	She did not add that an in-home, brief intervention linked with primary care found no association between stage of change and outcome.	An in-home, brief intervention linked with primary care found no association between stage of change and outcome.	1.0,2.0,2.0	0.0,1.0,2.0	0.99828374	0.00034193925	0.0013743334	0.9980734	0.00042661707	0.00149997	o/+
1209	that	hope	We hope that you will consider a personal gift to help us offer our young people as possible.	We do not hope that you will consider a personal gift to help us offer our young people as possible.	You will consider a personal gift to help us offer our young people as possible.	0.0,1.0,1.0	0.0,0.0,0.0	0.99024373	0.000885484	0.008870833	0.0014502822	0.9955037	0.0030459948	o/o
1210	that	decide	The EPA has decided that the rule will destroy all small entities.	The EPA has not decided that the rule will destroy all small entities.	The rule will destroy all small entities.	0.0,0.0,1.0	0.0,0.0,0.0	0.9932087	0.0007881085000000001	0.006003176999999999	0.016131742	0.028782487	0.95508575	o/o
1211	that	speculate	Scholars speculate that Shalim might have been an ancient Semitic deity of peace, for the name resembles the modern Hebrew and Arabic words for  peace : shalom and salaam, respectively.	Scholars do not speculate that Shalim might have been an ancient Semitic deity of peace, for the name resembles the modern Hebrew and Arabic words for  peace : shalom and salaam, respectively.	Shalim might have been an ancient semitic deity of peace, for the name resembles the modern hebrew and arabic words for peace : shalom and salaam, respectively.	1.0,1.0,1.0	-1.0,0.0,1.0	0.9976489	0.0008720351	0.0014791576	0.9953635	0.0013840685999999998	0.0032524470000000003	o/o
1212	that	admit	Tuppence sheepishly admitted that the Young Adventurers were stick pacifists.	Tuppence sheepishly did not admit that the Young Adventurers were stick pacifists.	The young adventurers were stick pacifists.	2.0,2.0	-1.0,1.0,2.0	0.9900955	0.0011002513	0.008804245	0.28410172	0.08967427	0.6262239	+/+
1213	that	notice	 He began noticing that she carefully dumped his fingernail parings into a small jar.	 He began not noticing that she carefully dumped his fingernail parings into a small jar.	She carefully dumped his fingernail parings into a small jar.	1.0,1.0,2.0	1.0,2.0,2.0	0.9982779	0.0002320822	0.0014899981	0.9982982	0.00028724925	0.0014144895	+/+
1214	that	prove	The analysis proves that there is no link between PM and bronchitis.	The analysis does not prove that there is no link between PM and bronchitis.	There is no link between pm and bronchitis.	1.0,1.0,2.0	0.0,0.0,0.0	0.99765176	0.00025247058	0.0020957743	0.9902575	0.0016453724	0.008097142	o/o
1215	that	reveal	An exclusive report reveals that controversial feminist Naomi Wolf is advising the Gore campaign on how to win the women's vote.	An exclusive report does not reveal that controversial feminist Naomi Wolf is advising the Gore campaign on how to win the women's vote.	Controversial feminist naomi wolf is advising the gore campaign on how to win the women's vote.	1.0,1.0,2.0	-1.0,0.0,0.0	0.99812907	0.0005522432	0.0013187785999999998	0.9936126	0.0018887449	0.004498675	+/+
1216	that	reply	I am quite sure he had no idea of what you meant. I had expected Poirot to be disappointed; but, to my surprise, he replied that that was as he had thought, and that he was very glad. 	I am quite sure he had no idea of what you meant. I had expected Poirot to be disappointed; but, to my surprise, he did not reply that that was as he had thought, and that he was very glad. 	That was as he had thought, and that he was very glad.	1.0,2.0,2.0	-1.0,1.0,1.0	0.9968375	0.00026229038	0.0029001897	0.99131036	0.0009284736	0.00776121	o/o
1217	that	insist	But they insist that they stand by the right to any other second-term abortion.	But they do not insist that they stand by the right to any other second-term abortion.	They stand by the right to any other second-term abortion.	1.0,2.0,2.0	-2.0,-1.0,0.0	0.99558675	0.00076041993	0.0036528562	0.0015821877	0.99623835	0.0021794764	o/o
1218	that	advise	According to contemporaneous notes, at 9:55 the Vice President was still on the phone with the President advising that three planes were missing and one had hit the Pentagon.	According to contemporaneous notes, at 9:55 the Vice President was still on the phone with the President not advising that three planes were missing and one had hit the Pentagon.	Three planes were missing.	1.0,2.0,2.0	0.0,1.0,1.0	0.9949751	0.00051811006	0.0045068325	0.6515857	0.019558862	0.32885543	o/o
1219	that	feel	There are many who still feel that the proposed rule has too much overlap.	There are many who still do not feel that the proposed rule has too much overlap.	The proposed rule has too much overlap.	0.0,0.0,2.0	0.0,0.0,0.0	0.98691106	0.0026786826	0.010410305	0.12081682	0.59272873	0.28645453	o/o
1220	that	expect	It was expected that GDP and discretionary spending would decrease at the same rate. 	It was not expected that GDP and discretionary spending would decrease at the same rate. 	Gdp and discretionary spending would decrease at the same rate.	0.0,1.0,1.0	-1.0,-1.0,0.0	0.9978083	0.00063577935	0.0015559332	0.08383454	0.8823144	0.03385101	o/o
1221	that	saw	She said she saw that when she signed the papers.	She said she did not see that when she signed the papers.	She signed the papers.	2.0,2.0,2.0	0.0,2.0,2.0	0.9969716	0.00045460247	0.0025738222	0.99566746	0.0008906421000000002	0.003441796	o/o
1222	that	confirm	The SBA has confirmed that some agencies follow this practice without objection from SBA.	The SBA has not confirmed that some agencies follow this practice without objection from SBA.	Some agencies follow this practice without objection from sba.	1.0,2.0,2.0	1.0,1.0,1.0	0.9980227	0.00021988283	0.0017574272	0.99689144	0.0003050078	0.0028035390000000003	+/o
1223	that	determine	The mechanic determined that the car had been totaled, citing a cracked engine block.	The mechanic did not determine that the car had been totaled, citing a cracked engine block.	The car had been totaled.	2.0,2.0,2.0	-2.0,-2.0,-1.0	0.99654055	0.00035000767	0.0031094598	0.3899199	0.07049163	0.5395885	+/o
1224	that	felt	I felt that Kazin's cultural critique was more relevant to this discussion.	I did not feel that Kazin's cultural critique was more relevant to this discussion.	Kazin's cultural critique was more relevant to this discussion.	0.0,0.0,1.0	-1.0,-1.0,-1.0	0.9976811	0.00044393245	0.0018749948	0.007555514	0.9861915	0.0062529463	o/o
1225	that	recognize	Nobody has yet recognized that federal agencies have had difficulty in performing effective risk assessments, and the money wasting goes on.	Nobody has yet not recognized that federal agencies have had difficulty in performing effective risk assessments, and the money wasting goes on.	Federal agencies have had difficulty in performing effective risk assessments.	-1.0,1.0,1.0	1.0,1.0,2.0	0.9944847	0.0008903892	0.004624849	0.99504614	0.0007418065	0.0042119985	+/+
1226	that	ensure	The high quality of the seam on Milos ensured that the area remained popular with early travelers.	The high quality of the seam on Milos did not ensure that the area remained popular with early travelers.	The area remained popular with early travelers.	1.0,2.0,2.0	-2.0,-1.0,-1.0	0.99845934	0.000114390896	0.0014262296	0.98645175	0.0017713363	0.011776935	+/o
1227	that	hear	And when you hear that the anti-Microsoft side has retained the services of that economic and technology expert Bob Dole, you start to despair.	And when you do not hear that the anti-Microsoft side has retained the services of that economic and technology expert Bob Dole, you start to despair.	The anti-microsoft side has retained the services of that economic and technology expert bob dole.	1.0,2.0	-1.0,-1.0,-1.0	0.99755764	0.00096239743	0.0014799224	0.9901792	0.00526385	0.004557039000000001	o/o
1228	that	estimate	The agency estimated that about two thirds of the firms would be affected.	The agency did not estimate that about two thirds of the firms would be affected.	About two thirds of the firms would be affected.	1.0,1.0,1.0	-1.0,0.0,0.0	0.99650633	0.00042641506	0.0030671868	0.39257935	0.108150534	0.49927008	o/o
1229	that	conclude	Gradually, the media concluded that the donors were the true victims.	Gradually, the media did not conclude that the donors were the true victims.	The donors were the true victims.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.98899066	0.0011657185	0.009843606	0.061877407	0.70157784	0.23654468	o/o
1230	that	claim	John had claimed that it will be widely known by tomorrow.	John had not claimed that it will be widely known by tomorrow.	It will be widely known by tomorrow.	0.0,0.0,1.0	-2.0,0.0,0.0	0.9886308	0.0014019979000000002	0.009967236	0.009563572	0.008475947	0.98196054	o/o
1231	that	say	He said that I had no instincts. 	He did not say that I had no instincts. 	I had no instincts.	0.0,0.0,2.0	0.0,0.0,1.0	0.996974	0.0003106860700000001	0.0027153840999999995	0.36774325	0.29721826	0.33503845	o/o
1232	that	mean	The relatively small crowds mean that fans sit close to the action.	The relatively small crowds do not mean that fans sit close to the action.	Fans sit close to the action.	1.0,1.0,2.0	-1.0,0.0,0.0	0.9972332	0.00044096028	0.002325927	0.7874439999999999	0.12132226	0.09123383	o/o
1233	that	hope	It was hoped that the whole affair had been kept so secret that nothing would have leaked out.	It was not hoped that the whole affair had been kept so secret that nothing would have leaked out.	The whole affair had been kept so secret that nothing would have leaked out.	0.0,0.0,0.0	-1.0,0.0,0.0	0.9941875	0.0019303943	0.0038821741	0.982868	0.010539624	0.006592295	o/o
1234	that	imply	The smoking-related literature also implies that lags of up to a few years are plausible.	The smoking-related literature also does not imply that lags of up to a few years are plausible.	Lags of up to a few years are plausible.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.9847477	0.00069997704	0.014552299	0.09645002	0.42120484	0.48234513	o/o
1235	that	agree	Reformers agree that no changes needed to be made.	Reformers do not agree that no changes needed to be made.	No changes needed to be made.	1.0,2.0,2.0	-1.0,-1.0,0.0	0.9962322	0.0004919303	0.0032758443	0.9879808	0.0033215722	0.008697729	o/o
1236	that	warn	Be warned that the work is often hard, the conditions spartan, and the financial reward nonexistent; but the satisfaction can be immense.	Be not warned that the work is often hard, the conditions spartan, and the financial reward nonexistent; but the satisfaction can be immense.	The work is often hard, the conditions spartan.	0.0,2.0,2.0	1.0,2.0,2.0	0.99832577	0.00020056404	0.0014736975	0.9981173	0.00022508341	0.0016576196	o/+
1237	that	contend	Rips contends that the rebuttal paper misrepresents the original experiment's methods and that it ignores subsequent tests that he regards as immune from data-tuning charges.	Rips does not contend that the rebuttal paper misrepresents the original experiment's methods and that it ignores subsequent tests that he regards as immune from data-tuning charges.	The rebuttal paper misrepresents the original experiment's methods.	1.0,1.0,1.0	-1.0,-1.0,0.0	0.9955331	0.001828948	0.0026379044	0.20896584	0.7611799	0.029854141	o/o
1238	that	tell	It must have come as an almost unbearable shock to the patriotic Frenchmen of New Orleans to be told that they were Spanish citizens.	It must have come as an almost unbearable shock to the patriotic Frenchmen of New Orleans to be not told that they were Spanish citizens.	They were spanish citizens.	1.0,1.0,2.0	-2.0,0.0,0.0	0.9727221	0.004332201	0.022945635	0.25353837	0.07407836599999999	0.67238325	o/o
1239	that	appear	Well, it appears that Robert Ferrigno -lrb-see Kiss My Tan Line-rrb- has done well at touting the Californian presence here in Seattle.	Well, it does not appear that Robert Ferrigno -lrb-see Kiss My Tan Line-rrb- has done well at touting the Californian presence here in Seattle.	Robert ferrigno -lrb- see kiss my tan line -rrb- has done well at touting the californian presence here in seattle.	0.0,2.0,2.0	-1.0,0.0,1.0	0.9987545	0.00024830026	0.0009971961	0.0015232585999999998	0.99656063	0.0019161602	o/o
1240	that	demand	It jumped again after Congress demanded that the IRS prevent cheating on the Earned Income Tax Credit.	It jumped again after Congress did not demand that the IRS prevent cheating on the Earned Income Tax Credit.	The irs prevent cheating on the earned income tax credit.	1.0,1.0,1.0	-1.0,-1.0,-1.0	0.9016892	0.032727692	0.065583155	0.475413	0.12477084	0.39981622	o/o
1241	that	hold	The unanimous ruling held that the state is constitutionally required to extend to same-sex couples the common benefits and protections that flow from marriage under Vermont law.	The unanimous ruling did not hold that the state is constitutionally required to extend to same-sex couples the common benefits and protections that flow from marriage under Vermont law.	The state is constitutionally required to extend to same-sex couples the common benefits and protections that flow from marriage under vermont law.	1.0,2.0,2.0	-2.0,-1.0,0.0	0.9983216	0.000379452	0.001298928	0.23093009	0.35704696	0.4120229	o/o
1242	that	complain	Dissenting, the Wall Street Journal 's Donald Lyons complains that Leguizamo's rants about Latino stereotypes make him a self-important bore.	Dissenting, the Wall Street Journal 's Donald Lyons does not complain that Leguizamo's rants about Latino stereotypes make him a self-important bore.	Leguizamo's rants about latino stereotypes make him a self-important bore.	0.0,1.0,1.0	-1.0,-1.0,1.0	0.99650335	0.0008658764	0.0026307944	0.99725634	0.0005568123000000001	0.0021868013	o/o
1243	that	acknowledge	The New York Times highlighted three prizes won by the New York Times . Eventually, all three papers got around to acknowledging that the Grand Forks Herald had won the top prize for its coverage of last year's North Dakota floods and fires.	The New York Times highlighted three prizes won by the New York Times . Eventually, all three papers got around to not acknowledging that the Grand Forks Herald had won the top prize for its coverage of last year's North Dakota floods and fires.	The grand forks herald had won the top prize for its coverage of last year's north dakota floods and fires.	2.0,2.0,2.0	-1.0,0.0,2.0	0.9964545	0.0009870379	0.0025585222	0.9898736	0.0042959843	0.0058305133	+/+
1244	that	see	It can be seen that time per box drops off sharply at the low end of the density spectrum and then it flattens.	It can be not seen that time per box drops off sharply at the low end of the density spectrum and then it flattens.	Time per box drops off sharply at the low end of the density spectrum.	1.0,2.0,2.0	-1.0,0.0,2.0	0.9982103	0.0006724542	0.0011172194	0.9954918	0.002070459	0.002437796	+/+
1245	that	demonstrate	Studies on brief interventions conducted in other settings demonstrate that a substantial portion of the reduction in costs is related to a reduction in use of emergency department and hospital resources.	Studies on brief interventions conducted in other settings do not demonstrate that a substantial portion of the reduction in costs is related to a reduction in use of emergency department and hospital resources.	A substantial portion of the reduction in costs is related to a reduction in use of emergency department and hospital resources.	2.0,2.0,2.0	0.0,0.0,0.0	0.9969176	0.00035638550000000003	0.0027259386	0.53773147	0.040505484	0.4217631	+/o
1246	that	explain	The Sun , which claims 11 million readers, explained that Hashimoto had written the article to warm up the welcome for Emperor Akihito when he visits Britain in May.	The Sun , which claims 11 million readers, did not explain that Hashimoto had written the article to warm up the welcome for Emperor Akihito when he visits Britain in May.	Hashimoto had written the article to warm up the welcome for emperor akihito when he visits britain in may.	1.0,2.0,2.0	0.0,1.0,2.0	0.9974892	0.0005426987	0.001968074	0.99559164	0.0013209473000000002	0.0030874657	o/+
1247	that	provide	Section 707 of ERISA, Section 9806 of the Internal Revenue code, and Section 2707 of the Public Health Service Act provide that the Secretaries may promulgate any interim final rules determined to be appropriate to carry out the provisions of Part B of the act.	Section 707 of ERISA, Section 9806 of the Internal Revenue code, and Section 2707 of the Public Health Service Act do not provide that the Secretaries may promulgate any interim final rules determined to be appropriate to carry out the provisions of Part B of the act.	The secretaries may promulgate any interim final rules determined to be appropriate to carry out the provisions of part b of the act.	2.0,2.0,2.0	0.0,0.0,1.0	0.99754566	0.0003053968	0.0021489502	0.008855321999999999	0.96839565	0.022749059	o/o
1248	that	predict	The Wall Street Journal predicted that the spat will blow over when Lee steps down in eight months.	The Wall Street Journal did not predict that the spat will blow over when Lee steps down in eight months.	The spat will blow over when lee steps down in eight months.	0.0,0.0,1.0	-1.0,0.0,1.0	0.9907411	0.001182735	0.00807634	0.018407617	0.014017107	0.9675753	o/+
1249	that	suspect	But his opponents suspect that Smith's was a cheap generosity, since he could count on the restrictions he demanded to draw a presidential veto.	But his opponents do not suspect that Smith's was a cheap generosity, since he could count on the restrictions he demanded to draw a presidential veto.	Smith's was a cheap generosity, since he could count on the restrictions he demanded to draw a presidential veto.	0.0,0.0,1.0	0.0,1.0,1.0	0.99624264	0.0012704221	0.002486957	0.99335355	0.0023090686	0.0043373574	o/+
