	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
4719	silver/p73/d2415	and	conjunction	neutral				For a book to sell well , there needs to be a pretty girl on the cover ,	For a book to sell well , there needs to be a pretty girl on the cover , and the book will sell all the better , the less cover there is on the pretty girl .
4720	silver/p73/d2476	and	conjunction	entailment				Some people caught rats and ate them .	Some people caught rats
4721	silver/p73/d2476	and	conjunction	neutral				Some people caught rats	Some people caught rats and ate them .
4722	silver/p73/d2489	and	conjunction	entailment				Charlemagne is said to have sown the seeds of both Germany and France .	Charlemagne is said to have sown the seeds of both Germany
4723	silver/p73/d2489	and	conjunction	neutral				Charlemagne is said to have sown the seeds of both Germany	Charlemagne is said to have sown the seeds of both Germany and France .
4724	silver/p73/d2601	and	conjunction	entailment				He told her something and she smiled .	He told her something
4725	silver/p73/d2601	and	conjunction	neutral				He told her something	He told her something and she smiled .
4726	silver/p73/d2769	and	conjunction	entailment				Put down your pencil and listen to me .	Put down your pencil
4727	silver/p73/d2769	and	conjunction	neutral				Put down your pencil	Put down your pencil and listen to me .
4728	silver/p73/d3142	and	conjunction	entailment				The death~penalty is final and irreversible .	The death~penalty is final
4729	silver/p73/d3142	and	conjunction	neutral				The death~penalty is final	The death~penalty is final and irreversible .
4730	silver/p73/d3279	and	conjunction	entailment				I took a bath and then had a glass of beer .	I took a bath
4731	silver/p73/d3279	and	conjunction	neutral				I took a bath	I took a bath and then had a glass of beer .
4732	silver/p73/d3423	and	conjunction	entailment				Prunes are dehydrated plums , and are very good for your health .	Prunes are dehydrated plums ,
4733	silver/p73/d3423	and	conjunction	neutral				Prunes are dehydrated plums ,	Prunes are dehydrated plums , and are very good for your health .
4734	silver/p74/d0707	and	conjunction	neutral				"In the movie she is in a relationship with Alan Grant , whereas in the book she is engaged to a doctor . ( In the film "" Jurassic Park III "" we learn that the relationship between her and Dr. Grant did not work out , although they remain close friends ."	"In the movie she is in a relationship with Alan Grant , whereas in the book she is engaged to a doctor . ( In the film "" Jurassic Park III "" we learn that the relationship between her"
4735	silver/p74/d0707	and	conjunction	entailment				"In the movie she is in a relationship with Alan Grant , whereas in the book she is engaged to a doctor . ( In the film "" Jurassic Park III "" we learn that the relationship between her"	"In the movie she is in a relationship with Alan Grant , whereas in the book she is engaged to a doctor . ( In the film "" Jurassic Park III "" we learn that the relationship between her and Dr. Grant did not work out , although they remain close friends ."
4736	silver/p74/d0755	and	conjunction	entailment				The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity and tranquillity of our universe .	The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity
4737	silver/p74/d0755	and	conjunction	neutral				The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity	The Hubble is a scientific workhorse in the prime of its life . It is also the privileged photographer of the universe . Whether the images are of solar systems at birth , galaxies colliding , or the death throes of a star in supernova , Hubble 's photos reveal both the ferocity and tranquillity of our universe .
4738	silver/p74/d0900	and	conjunction	neutral				Tom does n't have any brothers and sisters .	Tom does n't have any brothers
4739	silver/p74/d0900	and	conjunction	entailment				Tom does n't have any brothers	Tom does n't have any brothers and sisters .
4740	silver/p74/d0914	and	conjunction	entailment				Give a man a mask and he 'll tell the truth .	Give a man a mask
4741	silver/p74/d0914	and	conjunction	neutral				Give a man a mask	Give a man a mask and he 'll tell the truth .
4742	silver/p74/d1398	and	conjunction	entailment				She cut the cake into six pieces and gave one to each of the children .	She cut the cake into six pieces
4743	silver/p74/d1398	and	conjunction	neutral				She cut the cake into six pieces	She cut the cake into six pieces and gave one to each of the children .
4744	silver/p74/d1549	and	conjunction	entailment				I was hungry and angry .	I was hungry
4745	silver/p74/d1549	and	conjunction	neutral				I was hungry	I was hungry and angry .
4746	silver/p74/d1579	and	conjunction	entailment				I thought Tom and Mary were hungry .	I thought Tom
4747	silver/p74/d1579	and	conjunction	neutral				I thought Tom	I thought Tom and Mary were hungry .
4748	silver/p74/d1595	and	conjunction	entailment				Tom said that he and Mary had had a fight .	Tom said that he
4749	silver/p74/d1595	and	conjunction	neutral				Tom said that he	Tom said that he and Mary had had a fight .
4750	silver/p74/d1686	and	conjunction	entailment				D.H.~Lawrence is a novelist and poet .	D.H.~Lawrence is a novelist
4751	silver/p74/d1686	and	conjunction	neutral				D.H.~Lawrence is a novelist	D.H.~Lawrence is a novelist and poet .
4752	silver/p74/d1762	and	conjunction	entailment				He was young and innocent .	He was young
4753	silver/p74/d1762	and	conjunction	neutral				He was young	He was young and innocent .
4754	silver/p74/d2010	and	conjunction	entailment				Tom got into his car and drove off .	Tom got into his car
4755	silver/p74/d2010	and	conjunction	neutral				Tom got into his car	Tom got into his car and drove off .
4756	silver/p74/d2229	and	conjunction	entailment				He took off his clothes and put on his pajamas .	He took off his clothes
4757	silver/p74/d2229	and	conjunction	neutral				He took off his clothes	He took off his clothes and put on his pajamas .
4758	silver/p74/d2296	and	conjunction	entailment				Tom sat down next to Mary and they began talking to each~other .	Tom sat down next to Mary
4759	silver/p74/d2296	and	conjunction	neutral				Tom sat down next to Mary	Tom sat down next to Mary and they began talking to each~other .
4760	silver/p74/d2397	and	conjunction	entailment				Tom opened a can of soup and emptied it into a saucepan .	Tom opened a can of soup
4761	silver/p74/d2397	and	conjunction	neutral				Tom opened a can of soup	Tom opened a can of soup and emptied it into a saucepan .
4762	silver/p74/d2431	and	conjunction	entailment				We 're tired and thirsty .	We 're tired
4763	silver/p74/d2431	and	conjunction	neutral				We 're tired	We 're tired and thirsty .
4764	silver/p74/d2520	and	conjunction	entailment				A fat white cat sat on a wall and watched them with sleepy eyes .	A fat white cat sat on a wall
4765	silver/p74/d2520	and	conjunction	neutral				A fat white cat sat on a wall	A fat white cat sat on a wall and watched them with sleepy eyes .
4766	silver/p74/d2563	and	conjunction	entailment				Tom turned on his flashlight and entered the cave .	Tom turned on his flashlight
4767	silver/p74/d2563	and	conjunction	neutral				Tom turned on his flashlight	Tom turned on his flashlight and entered the cave .
4768	silver/p74/d2610	and	conjunction	entailment				He gazed down at her and smiled .	He gazed down at her
4769	silver/p74/d2610	and	conjunction	neutral				He gazed down at her	He gazed down at her and smiled .
4770	silver/p74/d2611	and	conjunction	entailment				She took the pen and wrote the address .	She took the pen
4771	silver/p74/d2611	and	conjunction	neutral				She took the pen	She took the pen and wrote the address .
4772	silver/p74/d2763	and	conjunction	entailment				We ate fish and rice .	We ate fish
4773	silver/p74/d2763	and	conjunction	neutral				We ate fish	We ate fish and rice .
4774	silver/p74/d2942	and	conjunction	entailment				We 're friends , and friends help each~other .	We 're friends ,
4775	silver/p74/d2942	and	conjunction	neutral				We 're friends ,	We 're friends , and friends help each~other .
4776	silver/p74/d3053	and	conjunction	entailment				He abandoned his family and moved to Tahiti .	He abandoned his family
4777	silver/p74/d3053	and	conjunction	neutral				He abandoned his family	He abandoned his family and moved to Tahiti .
4778	silver/p74/d3063	and	conjunction	entailment				Sometimes I 'm right and sometimes I 'm wrong .	Sometimes I 'm right
4779	silver/p74/d3063	and	conjunction	neutral				Sometimes I 'm right	Sometimes I 'm right and sometimes I 'm wrong .
4780	silver/p74/d3099	and	conjunction	entailment				Tom arrived at 2:30 and Mary arrived a short time later .	Tom arrived at 2:30
4781	silver/p74/d3099	and	conjunction	neutral				Tom arrived at 2:30	Tom arrived at 2:30 and Mary arrived a short time later .
4782	silver/p74/d3136	and	conjunction	entailment				I washed myself and felt much better .	I washed myself
4783	silver/p74/d3136	and	conjunction	neutral				I washed myself	I washed myself and felt much better .
4784	silver/p74/d3196	and	conjunction	entailment				It is my fear that in an understandable but foolish wish for the European~Union to have its own defence capability , politicians are forging ahead with plans that are at best wishful thoughts , and at worst dangerous .	It is my fear that in an understandable but foolish wish for the European~Union to have its own defence capability , politicians are forging ahead with plans that are at best wishful thoughts ,
4785	silver/p74/d3196	and	conjunction	neutral				It is my fear that in an understandable but foolish wish for the European~Union to have its own defence capability , politicians are forging ahead with plans that are at best wishful thoughts ,	It is my fear that in an understandable but foolish wish for the European~Union to have its own defence capability , politicians are forging ahead with plans that are at best wishful thoughts , and at worst dangerous .
4786	silver/p74/d3215	and	conjunction	entailment				I need someone to hold me and tell me everything will be alright .	I need someone to hold me
4787	silver/p74/d3215	and	conjunction	neutral				I need someone to hold me	I need someone to hold me and tell me everything will be alright .
4788	silver/p74/d3272	and	conjunction	neutral				I 've been living in Kassel for two years and still have n't been to Herkules .	I 've been living in Kassel for two years
4789	silver/p74/d3272	and	conjunction	entailment				I 've been living in Kassel for two years	I 've been living in Kassel for two years and still have n't been to Herkules .
4790	silver/p74/d3367	and	conjunction	entailment				I feel sad every now and then .	I feel sad every now
4791	silver/p74/d3367	and	conjunction	neutral				I feel sad every now	I feel sad every now and then .
4792	silver/p74/d3484	and	conjunction	entailment				The old man bribed a young girl with money and jewelry .	The old man bribed a young girl with money
4793	silver/p74/d3484	and	conjunction	neutral				The old man bribed a young girl with money	The old man bribed a young girl with money and jewelry .
4794	silver/p75/d0718	and	conjunction	entailment				There is a high-intensity war between Iraq and Afghanistan .	There is a high-intensity war between Iraq
4795	silver/p75/d0718	and	conjunction	neutral				There is a high-intensity war between Iraq	There is a high-intensity war between Iraq and Afghanistan .
4796	silver/p75/d0848	and	conjunction	entailment				She kissed me on the cheek and said goodnight .	She kissed me on the cheek
4797	silver/p75/d0848	and	conjunction	neutral				She kissed me on the cheek	She kissed me on the cheek and said goodnight .
4798	silver/p75/d0941	and	conjunction	entailment				You are living a dream , and the dream is about to end .	You are living a dream ,
4799	silver/p75/d0941	and	conjunction	neutral				You are living a dream ,	You are living a dream , and the dream is about to end .
4800	silver/p75/d1406	and	conjunction	entailment				Tom left his parents ' house this spring and has been living alone since then .	Tom left his parents ' house this spring
4801	silver/p75/d1406	and	conjunction	neutral				Tom left his parents ' house this spring	Tom left his parents ' house this spring and has been living alone since then .
4802	silver/p75/d1706	and	conjunction	entailment				She kissed her little daughter on the forehead , blessed her , and shortly after died .	She kissed her little daughter on the forehead , blessed her ,
4803	silver/p75/d1706	and	conjunction	neutral				She kissed her little daughter on the forehead , blessed her ,	She kissed her little daughter on the forehead , blessed her , and shortly after died .
4804	silver/p75/d1735	and	conjunction	entailment				The dog jumped up and caught the ball .	The dog jumped up
4805	silver/p75/d1735	and	conjunction	neutral				The dog jumped up	The dog jumped up and caught the ball .
4806	silver/p75/d1775	and	conjunction	entailment				Tom opened the trunk of his car and took out the spare tire .	Tom opened the trunk of his car
4807	silver/p75/d1775	and	conjunction	neutral				Tom opened the trunk of his car	Tom opened the trunk of his car and took out the spare tire .
4808	silver/p75/d1900	and	conjunction	entailment				"There 's a huge difference between "" making oneself understood "" and "" completely mastering English . """	"There 's a huge difference between "" making oneself understood """
4809	silver/p75/d1900	and	conjunction	neutral				"There 's a huge difference between "" making oneself understood """	"There 's a huge difference between "" making oneself understood "" and "" completely mastering English . """
4810	silver/p75/d1906	and	conjunction	neutral				There is no god but God , and Muhammad is the messenger of God .	There is no god but God ,
4811	silver/p75/d1906	and	conjunction	entailment				There is no god but God ,	There is no god but God , and Muhammad is the messenger of God .
4812	silver/p75/d1923	and	conjunction	entailment				Dicaeopolis walks out of his house and calls his slave .	Dicaeopolis walks out of his house
4813	silver/p75/d1923	and	conjunction	neutral				Dicaeopolis walks out of his house	Dicaeopolis walks out of his house and calls his slave .
4814	silver/p75/d2058	and	conjunction	entailment				That dispute has been settled once and for all .	That dispute has been settled once
4815	silver/p75/d2058	and	conjunction	neutral				That dispute has been settled once	That dispute has been settled once and for all .
4816	silver/p75/d2153	and	conjunction	neutral				I do n't like such things as steaks and hamburgers .	I do n't like such things as steaks
4817	silver/p75/d2153	and	conjunction	entailment				I do n't like such things as steaks	I do n't like such things as steaks and hamburgers .
4818	silver/p75/d2325	and	conjunction	neutral				Both my mom and my dad are n't home right now .	Both my mom
4819	silver/p75/d2325	and	conjunction	entailment				Both my mom	Both my mom and my dad are n't home right now .
4820	silver/p75/d2446	and	conjunction	entailment				I love rabbits ... with French fries and a good glass of wine .	I love rabbits ... with French fries
4821	silver/p75/d2446	and	conjunction	neutral				I love rabbits ... with French fries	I love rabbits ... with French fries and a good glass of wine .
4822	silver/p75/d2479	and	conjunction	entailment				During lunch in the hotel dining room , the girl named Stella collapsed , and when Dr. Stewart examined the body he said ...	During lunch in the hotel dining room , the girl named Stella collapsed ,
4823	silver/p75/d2479	and	conjunction	neutral				During lunch in the hotel dining room , the girl named Stella collapsed ,	During lunch in the hotel dining room , the girl named Stella collapsed , and when Dr. Stewart examined the body he said ...
4824	silver/p75/d2513	and	conjunction	entailment				Tom took the CD out of its case and put it into the player .	Tom took the CD out of its case
4825	silver/p75/d2513	and	conjunction	neutral				Tom took the CD out of its case	Tom took the CD out of its case and put it into the player .
4826	silver/p75/d2523	and	conjunction	entailment				Tom was surprised to see John and Mary out on a date .	Tom was surprised to see John
4827	silver/p75/d2523	and	conjunction	neutral				Tom was surprised to see John	Tom was surprised to see John and Mary out on a date .
4828	silver/p75/d2613	and	conjunction	entailment				She stood on tip-toe and whispered something in his ear , and then went away .	She stood on tip-toe
4829	silver/p75/d2613	and	conjunction	neutral				She stood on tip-toe	She stood on tip-toe and whispered something in his ear , and then went away .
4830	silver/p75/d2643	and	conjunction	neutral				Christopher~Columbus once walked into a McDonald's and ordered a Happy Meal . It did not make him happy , but he liked the toy .	Christopher~Columbus once walked into a McDonald's
4831	silver/p75/d2643	and	conjunction	entailment				Christopher~Columbus once walked into a McDonald's	Christopher~Columbus once walked into a McDonald's and ordered a Happy Meal . It did not make him happy , but he liked the toy .
4832	silver/p75/d2796	and	conjunction	neutral				There is no life without electricity and water .	There is no life without electricity
4833	silver/p75/d2796	and	conjunction	entailment				There is no life without electricity	There is no life without electricity and water .
4834	silver/p75/d2801	and	conjunction	neutral				Colloquial language is not necessarily a grammatical and stylistic questionable form of expression . There is no doubt a cultivated variety of it which I really find to my liking .	Colloquial language is not necessarily a grammatical
4835	silver/p75/d2801	and	conjunction	entailment				Colloquial language is not necessarily a grammatical	Colloquial language is not necessarily a grammatical and stylistic questionable form of expression . There is no doubt a cultivated variety of it which I really find to my liking .
4836	silver/p75/d2889	and	conjunction	entailment				Tom woke up in the middle of the night and ate an entire bag of chips .	Tom woke up in the middle of the night
4837	silver/p75/d2889	and	conjunction	neutral				Tom woke up in the middle of the night	Tom woke up in the middle of the night and ate an entire bag of chips .
4838	silver/p75/d2980	and	conjunction	entailment				Tom was unable to control his emotions and burst into tears .	Tom was unable to control his emotions
4839	silver/p75/d2980	and	conjunction	neutral				Tom was unable to control his emotions	Tom was unable to control his emotions and burst into tears .
4840	silver/p76/d0703	and	conjunction	entailment				A graduate of St~Thomas's~Hospital~Medical~School in London , Fiona~Wood worked at a major British hospital before marrying Western Australian born surgeon Tony~Keirath and migrating to Perth with their first two children in 1987 .	A graduate of St~Thomas's~Hospital~Medical~School in London , Fiona~Wood worked at a major British hospital before marrying Western Australian born surgeon Tony~Keirath
4841	silver/p76/d0703	and	conjunction	neutral				A graduate of St~Thomas's~Hospital~Medical~School in London , Fiona~Wood worked at a major British hospital before marrying Western Australian born surgeon Tony~Keirath	A graduate of St~Thomas's~Hospital~Medical~School in London , Fiona~Wood worked at a major British hospital before marrying Western Australian born surgeon Tony~Keirath and migrating to Perth with their first two children in 1987 .
4842	silver/p76/d0783	and	conjunction	entailment				Mother Teresa used the prize money for her work in India and around the world .	Mother Teresa used the prize money for her work in India
4843	silver/p76/d0783	and	conjunction	neutral				Mother Teresa used the prize money for her work in India	Mother Teresa used the prize money for her work in India and around the world .
4844	silver/p76/d0908	and	conjunction	entailment				In the orchard behind their farm stood apple and pear~trees .	In the orchard behind their farm stood apple
4845	silver/p76/d0908	and	conjunction	neutral				In the orchard behind their farm stood apple	In the orchard behind their farm stood apple and pear~trees .
4846	silver/p76/d1415	and	conjunction	entailment				The boy has four rabbits , two male and two female ones .	The boy has four rabbits , two male
4847	silver/p76/d1415	and	conjunction	neutral				The boy has four rabbits , two male	The boy has four rabbits , two male and two female ones .
4848	silver/p76/d1465	and	conjunction	entailment				During the 60s and 70s , she published her most famous books .	During the 60s
4849	silver/p76/d1465	and	conjunction	neutral				During the 60s	During the 60s and 70s , she published her most famous books .
4850	silver/p76/d1512	and	conjunction	entailment				They held him for a few hours and then let him go free .	They held him for a few hours
4851	silver/p76/d1512	and	conjunction	neutral				They held him for a few hours	They held him for a few hours and then let him go free .
4852	silver/p76/d1694	and	conjunction	entailment				The engineer put his eye to the transit and looked through it .	The engineer put his eye to the transit
4853	silver/p76/d1694	and	conjunction	neutral				The engineer put his eye to the transit	The engineer put his eye to the transit and looked through it .
4854	silver/p76/d1809	and	conjunction	entailment				Tom became upset and began to cry .	Tom became upset
4855	silver/p76/d1809	and	conjunction	neutral				Tom became upset	Tom became upset and began to cry .
4856	silver/p76/d1867	and	conjunction	entailment				Tom looked deeply into Mary 's eyes and smiled .	Tom looked deeply into Mary 's eyes
4857	silver/p76/d1867	and	conjunction	neutral				Tom looked deeply into Mary 's eyes	Tom looked deeply into Mary 's eyes and smiled .
4858	silver/p76/d1958	and	conjunction	entailment				Tom , Mary and John are all here .	Tom , Mary
4859	silver/p76/d1958	and	conjunction	neutral				Tom , Mary	Tom , Mary and John are all here .
4860	silver/p76/d1985	and	conjunction	entailment				Tom wrapped the package and tied it with strings .	Tom wrapped the package
4861	silver/p76/d1985	and	conjunction	neutral				Tom wrapped the package	Tom wrapped the package and tied it with strings .
4862	silver/p76/d2024	and	conjunction	entailment				He renounced smoking and drinking .	He renounced smoking
4863	silver/p76/d2024	and	conjunction	neutral				He renounced smoking	He renounced smoking and drinking .
4864	silver/p76/d2029	and	conjunction	entailment				I have two dogs . One is white and the other black .	I have two dogs . One is white
4865	silver/p76/d2029	and	conjunction	neutral				I have two dogs . One is white	I have two dogs . One is white and the other black .
4866	silver/p76/d2563	and	conjunction	entailment				I took leave of the villagers and made for my next destination .	I took leave of the villagers
4867	silver/p76/d2563	and	conjunction	neutral				I took leave of the villagers	I took leave of the villagers and made for my next destination .
4868	silver/p76/d2676	and	conjunction	entailment				Just shut up and listen .	Just shut up
4869	silver/p76/d2676	and	conjunction	neutral				Just shut up	Just shut up and listen .
4870	silver/p76/d2724	and	conjunction	neutral				He did n't want to be cheated again , and was always on the alert .	He did n't want to be cheated again ,
4871	silver/p76/d2724	and	conjunction	entailment				He did n't want to be cheated again ,	He did n't want to be cheated again , and was always on the alert .
4872	silver/p76/d2802	and	conjunction	entailment				The phone rang and Tom answered it .	The phone rang
4873	silver/p76/d2802	and	conjunction	neutral				The phone rang	The phone rang and Tom answered it .
4874	silver/p76/d2880	and	conjunction	entailment				You worry about helping Tom and let me worry about Mary .	You worry about helping Tom
4875	silver/p76/d2880	and	conjunction	neutral				You worry about helping Tom	You worry about helping Tom and let me worry about Mary .
4876	silver/p76/d2890	and	conjunction	entailment				In class she 's our teacher ; after class she 's our friend , and a good friend too .	In class she 's our teacher ; after class she 's our friend ,
4877	silver/p76/d2890	and	conjunction	neutral				In class she 's our teacher ; after class she 's our friend ,	In class she 's our teacher ; after class she 's our friend , and a good friend too .
4878	silver/p76/d2951	and	conjunction	entailment				""" If any of you survive this fatal night and return to Jamaica tell the admiral that I was in search of the pirate when this lamentable occurrence took place ; tell him I hope I have always done my duty , and that I- . """	""" If any of you survive this fatal night"
4879	silver/p76/d2951	and	conjunction	neutral				""" If any of you survive this fatal night"	""" If any of you survive this fatal night and return to Jamaica tell the admiral that I was in search of the pirate when this lamentable occurrence took place ; tell him I hope I have always done my duty , and that I- . """
4880	silver/p76/d3001	and	conjunction	entailment				Even as we stand here tonight , we know there are brave Americans waking up in the deserts of Iraq and the mountains of Afghanistan to risk their lives for us .	Even as we stand here tonight , we know there are brave Americans waking up in the deserts of Iraq
4881	silver/p76/d3001	and	conjunction	neutral				Even as we stand here tonight , we know there are brave Americans waking up in the deserts of Iraq	Even as we stand here tonight , we know there are brave Americans waking up in the deserts of Iraq and the mountains of Afghanistan to risk their lives for us .
4882	silver/p76/d3049	and	conjunction	entailment				He was tired , and yet he went to help them .	He was tired ,
4883	silver/p76/d3049	and	conjunction	neutral				He was tired ,	He was tired , and yet he went to help them .
4884	silver/p76/d3138	and	conjunction	entailment				He was poor and could n't buy a coat .	He was poor
4885	silver/p76/d3138	and	conjunction	neutral				He was poor	He was poor and could n't buy a coat .
4886	silver/p76/d3200	and	conjunction	entailment				Rejoice with them that do rejoice , and weep with them that weep .	Rejoice with them that do rejoice ,
4887	silver/p76/d3200	and	conjunction	neutral				Rejoice with them that do rejoice ,	Rejoice with them that do rejoice , and weep with them that weep .
4888	silver/p76/d3255	and	conjunction	entailment				He forgot a section of the speech and had to improvise for a while .	He forgot a section of the speech
4889	silver/p76/d3255	and	conjunction	neutral				He forgot a section of the speech	He forgot a section of the speech and had to improvise for a while .
4890	silver/p76/d3280	and	conjunction	entailment				The plane took off and was soon out of sight .	The plane took off
4891	silver/p76/d3280	and	conjunction	neutral				The plane took off	The plane took off and was soon out of sight .
4892	silver/p76/d3300	and	conjunction	entailment				He is rich and I am poor .	He is rich
4893	silver/p76/d3300	and	conjunction	neutral				He is rich	He is rich and I am poor .
4894	silver/p76/d3424	and	conjunction	entailment				Tom opened his locker and took out his books .	Tom opened his locker
4895	silver/p76/d3424	and	conjunction	neutral				Tom opened his locker	Tom opened his locker and took out his books .
4896	silver/p76/d3427	and	conjunction	entailment				While the car driver obtains an approximate view of a blooming meadow the city cyclist notices the different colors and scents of the blossoms , the smell of freshly mown grass , the swoosh of leaves of a chestnut~tree , the sunlight twinkling through trees shimmering green in springtime .	While the car driver obtains an approximate view of a blooming meadow the city cyclist notices the different colors
4897	silver/p76/d3427	and	conjunction	neutral				While the car driver obtains an approximate view of a blooming meadow the city cyclist notices the different colors	While the car driver obtains an approximate view of a blooming meadow the city cyclist notices the different colors and scents of the blossoms , the smell of freshly mown grass , the swoosh of leaves of a chestnut~tree , the sunlight twinkling through trees shimmering green in springtime .
4898	silver/p76/d3500	and	conjunction	entailment				Tom threw the car keys to Mary and she caught them .	Tom threw the car keys to Mary
4899	silver/p76/d3500	and	conjunction	neutral				Tom threw the car keys to Mary	Tom threw the car keys to Mary and she caught them .
4900	silver/p77/d0703	and	conjunction	entailment				A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath and migrating to Perth with their first two children in 1987 .	A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath
4901	silver/p77/d0703	and	conjunction	neutral				A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath	A graduate of St~Thomas 's Hospital Medical School in London , Fiona Wood worked at a major British hospital before marrying Western Australian born surgeon Tony Keirath and migrating to Perth with their first two children in 1987 .
4902	silver/p77/d0707	and	conjunction	entailment				"Mike Jittlov , a master of special effects who 's strutted his stuff in several short films , is both the director and star of "" The Wizard of Speed and Time "" ."	Mike Jittlov , a master of special effects who 's strutted his stuff in several short films , is both the director
4903	silver/p77/d0707	and	conjunction	neutral				Mike Jittlov , a master of special effects who 's strutted his stuff in several short films , is both the director	"Mike Jittlov , a master of special effects who 's strutted his stuff in several short films , is both the director and star of "" The Wizard of Speed and Time "" ."
4904	silver/p77/d0718	and	conjunction	entailment				Mr Fradkov and Sergei Sidorsky found an agreement after 10 hours of negotiations .	Mr Fradkov
4905	silver/p77/d0718	and	conjunction	neutral				Mr Fradkov	Mr Fradkov and Sergei Sidorsky found an agreement after 10 hours of negotiations .
4906	silver/p77/d0925	and	conjunction	neutral				You can come in if and only if you know our password .	You can come in if
4907	silver/p77/d0925	and	conjunction	entailment				You can come in if	You can come in if and only if you know our password .
4908	silver/p77/d0930	and	conjunction	entailment				I 'm starving ! Hurry and give me something to eat .	I 'm starving ! Hurry
4909	silver/p77/d0930	and	conjunction	neutral				I 'm starving ! Hurry	I 'm starving ! Hurry and give me something to eat .
4910	silver/p77/d0947	and	conjunction	entailment				Call me now and then .	Call me now
4911	silver/p77/d0947	and	conjunction	neutral				Call me now	Call me now and then .
4912	silver/p77/d1443	and	conjunction	entailment				Tom is paid double time on Sundays and public holidays .	Tom is paid double time on Sundays
4913	silver/p77/d1443	and	conjunction	neutral				Tom is paid double time on Sundays	Tom is paid double time on Sundays and public holidays .
4914	silver/p77/d1446	and	conjunction	entailment				Tom wants to know when we 're going to come over and help him .	Tom wants to know when we 're going to come over
4915	silver/p77/d1446	and	conjunction	neutral				Tom wants to know when we 're going to come over	Tom wants to know when we 're going to come over and help him .
4916	silver/p77/d1457	and	conjunction	entailment				He 's a good actor and he 's really cute too !	He 's a good actor
4917	silver/p77/d1457	and	conjunction	neutral				He 's a good actor	He 's a good actor and he 's really cute too !
4918	silver/p77/d1712	and	conjunction	entailment				Tom pulled something out of his pocket and put it on his desk .	Tom pulled something out of his pocket
4919	silver/p77/d1712	and	conjunction	neutral				Tom pulled something out of his pocket	Tom pulled something out of his pocket and put it on his desk .
4920	silver/p77/d1737	and	conjunction	entailment				He asked us to bring him a television and a fridge .	He asked us to bring him a television
4921	silver/p77/d1737	and	conjunction	neutral				He asked us to bring him a television	He asked us to bring him a television and a fridge .
4922	silver/p77/d1759	and	conjunction	entailment				Tom took a breath and then started swimming underwater .	Tom took a breath
4923	silver/p77/d1759	and	conjunction	neutral				Tom took a breath	Tom took a breath and then started swimming underwater .
4924	silver/p77/d2035	and	conjunction	entailment				I want some answers and I want them now .	I want some answers
4925	silver/p77/d2035	and	conjunction	neutral				I want some answers	I want some answers and I want them now .
4926	silver/p77/d2075	and	conjunction	entailment				That diamond ring cost an arm and a leg .	That diamond ring cost an arm
4927	silver/p77/d2075	and	conjunction	neutral				That diamond ring cost an arm	That diamond ring cost an arm and a leg .
4928	silver/p77/d2142	and	conjunction	entailment				I have a fever and I ache all over .	I have a fever
4929	silver/p77/d2142	and	conjunction	neutral				I have a fever	I have a fever and I ache all over .
4930	silver/p77/d2149	and	conjunction	entailment				Tom took his finger off the trigger and put his pistol back in its holster .	Tom took his finger off the trigger
4931	silver/p77/d2149	and	conjunction	neutral				Tom took his finger off the trigger	Tom took his finger off the trigger and put his pistol back in its holster .
4932	silver/p77/d2289	and	conjunction	entailment				Tom 's mind was divided into ten different personalities , who alternately took control . They all knew each~other and considered themselves different individuals .	Tom 's mind was divided into ten different personalities , who alternately took control . They all knew each~other
4933	silver/p77/d2289	and	conjunction	neutral				Tom 's mind was divided into ten different personalities , who alternately took control . They all knew each~other	Tom 's mind was divided into ten different personalities , who alternately took control . They all knew each~other and considered themselves different individuals .
4934	silver/p77/d2485	and	conjunction	entailment				Iberism is a movement that supports the unification of the Iberian peoples and its nations such as Catalonia , Castile , Portugal , Galicia , Basque Country , Andalusia ...	Iberism is a movement that supports the unification of the Iberian peoples
4935	silver/p77/d2485	and	conjunction	neutral				Iberism is a movement that supports the unification of the Iberian peoples	Iberism is a movement that supports the unification of the Iberian peoples and its nations such as Catalonia , Castile , Portugal , Galicia , Basque Country , Andalusia ...
4936	silver/p77/d2497	and	conjunction	neutral				It was a cold and rainy night , and there was not a soul in sight in the streets .	It was a cold
4937	silver/p77/d2497	and	conjunction	entailment				It was a cold	It was a cold and rainy night , and there was not a soul in sight in the streets .
